"ID","RandN","TimeP","Site","Genotype","Treat","Treatment","Orig","Origin","Set","SA_cm2","Chl_ug.cm2","Sym10.6_cm2","Fv_Fm"
"K10_C_N_10","M1_7","M1","KL","AC10","C","Control","N","Native","M1.KL.AC10.C.N",27.1154758643357,0.750787979351293,0.131637298856877,0.605666666666667
"K10_C_N_11","M1_79","M1","KL","AC10","C","Control","N","Native","M1.KL.AC10.C.N",25.9503181763177,0.61526541697297,0.423508102109887,0.597666666666667
"K10_C_N_12","M1_47","M1","KL","AC10","C","Control","N","Native","M1.KL.AC10.C.N",26.5113200261041,0.493259734098134,0.306792720694083,0.620666666666667
"K10_C_N_13","M4_36","M4","KL","AC10","C","Control","N","Native","M4.KL.AC10.C.N",22.1096132047028,0.910158391903468,0.225227820762635,0.629
"K10_C_N_14","M4_45","M4","KL","AC10","C","Control","N","Native","M4.KL.AC10.C.N",18.3120622215331,0.633343923421989,0.178920318223214,0.609
"K10_C_N_15","M4_2","M4","KL","AC10","C","Control","N","Native","M4.KL.AC10.C.N",17.9668303139722,0.401439200680324,0.125000178704503,0.622333333333333
"K10_C_N_16","M4_77","M4","KL","AC10","C","Control","N","Native","M4.KL.AC10.C.N",15.7659769032715,0.70821808686546,0.356096170535111,0.600666666666667
"K10_C_N_17","M8_54","M8","KL","AC10","C","Control","N","Native","M8.KL.AC10.C.N",26.7702439567748,1.02696237575287,0.591854150660077,0.582
"K10_C_N_18","M8_75","M8","KL","AC10","C","Control","N","Native","M8.KL.AC10.C.N",30.1362550554934,1.15233296028498,0.619351009793025,0.595333333333333
"K10_C_N_19","M8_17","M8","KL","AC10","C","Control","N","Native","M8.KL.AC10.C.N",18.9593720482097,0.644571629390399,0.511273262392428,0.58
"K10_C_N_20","M8_48","M8","KL","AC10","C","Control","N","Native","M8.KL.AC10.C.N",28.9710973674754,1.27237960184128,0.982006985760207,0.585
"K10_C_N_21","M12_2","M12","KL","AC10","C","Control","N","Native","M12.KL.AC10.C.N",57.8842696256996,1.46021363915548,0.562093988753629,0.636333333333333
"K10_C_N_22","M12_55","M12","KL","AC10","C","Control","N","Native","M12.KL.AC10.C.N",74.5417091655124,1.40521060185809,0.722847391121121,0.642
"K10_C_N_23","M12_92","M12","KL","AC10","C","Control","N","Native","M12.KL.AC10.C.N",45.6716908957332,1.1080708641932,0.489483607056215,0.643
"K10_C_N_24","M12_58","M12","KL","AC10","C","Control","N","Native","M12.KL.AC10.C.N",32.3802624546392,1.09515583399024,0.499368095692607,0.629
"K10_C_N_5","W2_27","W2","KL","AC10","C","Control","N","Native","W2.KL.AC10.C.N",26.5544740145492,0.504369997788764,0.717935967760257,0.611666666666667
"K10_C_N_6","W2_93","W2","KL","AC10","C","Control","N","Native","W2.KL.AC10.C.N",37.6882030333878,0.565060105973583,0.335438757554995,0.564333333333333
"K10_C_N_7","W2_73","W2","KL","AC10","C","Control","N","Native","W2.KL.AC10.C.N",35.7894275418029,0.404193388762744,0.449082343695692,0.598666666666667
"K10_C_N_8","W2_10","W2","KL","AC10","C","Control","N","Native","W2.KL.AC10.C.N",28.0648636101281,0.331809914680626,0.388038229983413,0.595666666666667
"K10_C_N_9","M1_20","M1","KL","AC10","C","Control","N","Native","M1.KL.AC10.C.N",22.8432310082697,0.768627987008946,0.537728222227108,0.609333333333333
"K10_C_T_10","M1_27","M1","KL","AC10","C","Control","T","Transplant","M1.KL.AC10.C.T",69.6221544827697,0.943081750645664,0.706792936322852,0.627
"K10_C_T_11","M1_4","M1","KL","AC10","C","Control","T","Transplant","M1.KL.AC10.C.T",28.798481413695,0.803625707465059,0.116545034156,0.609
"K10_C_T_12","M1_39","M1","KL","AC10","C","Control","T","Transplant","M1.KL.AC10.C.T",45.6285369072882,0.63267424196959,0.508760560242554,0.626333333333333
"K10_C_T_13","M4_73","M4","KL","AC10","C","Control","T","Transplant","M4.KL.AC10.C.T",24.5693905460741,0.643503141453637,0.315811496644545,0.602333333333333
"K10_C_T_14","M4_68","M4","KL","AC10","C","Control","T","Transplant","M4.KL.AC10.C.T",21.6780733202517,0.884104399725199,0.350333716830136,0.605333333333333
"K10_C_T_15","M4_9","M4","KL","AC10","C","Control","T","Transplant","M4.KL.AC10.C.T",14.7302811805889,0.413732767574798,0.136274112855716,0.574
"K10_C_T_16","M4_66","M4","KL","AC10","C","Control","T","Transplant","M4.KL.AC10.C.T",21.9369972509224,0.540939424431378,0.239423834535019,0.601
"K10_C_T_17","M8_23","M8","KL","AC10","C","Control","T","Transplant","M8.KL.AC10.C.T",23.1453089273855,0.812419198738145,0.680531854183346,0.583
"K10_C_T_18","M8_1","M8","KL","AC10","C","Control","T","Transplant","M8.KL.AC10.C.T",25.8640101994274,0.616257876373435,0.407720996036162,0.592
"K10_C_T_19","M8_73","M8","KL","AC10","C","Control","T","Transplant","M8.KL.AC10.C.T",13.6514314694611,0.771508835799456,0.36674307827717,0.558333333333333
"K10_C_T_20","M8_31","M8","KL","AC10","C","Control","T","Transplant","M8.KL.AC10.C.T",19.9087597940022,0.818929297222143,0.477180904199871,0.575666666666667
"K10_C_T_21","M12_15","M12","KL","AC10","C","Control","T","Transplant","M12.KL.AC10.C.T",48.3472381793302,1.15236572135405,0.690798301158776,0.62
"K10_C_T_22","M12_74","M12","KL","AC10","C","Control","T","Transplant","M12.KL.AC10.C.T",45.7148448841784,1.40677133426282,0.603331370146367,0.65
"K10_C_T_23","M12_72","M12","KL","AC10","C","Control","T","Transplant","M12.KL.AC10.C.T",50.7207075438112,1.40153171046751,0.513879700465265,0.619666666666667
"K10_C_T_24","M12_81","M12","KL","AC10","C","Control","T","Transplant","M12.KL.AC10.C.T",45.0243810690566,1.35876441194905,0.5945852305874,0.614666666666667
"K10_C_T_5","W2_2","W2","KL","AC10","C","Control","T","Transplant","W2.KL.AC10.C.T",39.4143625711922,0.527868488610462,0.773626617579412,0.611
"K10_C_T_6","W2_71","W2","KL","AC10","C","Control","T","Transplant","W2.KL.AC10.C.T",40.1479803747591,0,0.278981903832995,0.586
"K10_C_T_7","W2_81","W2","KL","AC10","C","Control","T","Transplant","W2.KL.AC10.C.T",22.972692973605,0.622838022651783,0.638927269731262,0.598333333333333
"K10_C_T_8","W2_65","W2","KL","AC10","C","Control","T","Transplant","W2.KL.AC10.C.T",43.600299450368,0,0.462585813727244,0.585333333333333
"K10_C_T_9","M1_34","M1","KL","AC10","C","Control","T","Transplant","M1.KL.AC10.C.T",37.386125114272,0.889581359350447,0.529418867012889,0.613666666666667
"K10_H_N_10","M1_89","M1","KL","AC10","H","Heat","N","Native","M1.KL.AC10.H.N",25.691394245647,0.172994893056575,0.301722044583602,0.585333333333333
"K10_H_N_11","M1_91","M1","KL","AC10","H","Heat","N","Native","M1.KL.AC10.H.N",33.1570342466512,0.236365631347891,0.316178308410042,0.544
"K10_H_N_12","M1_50","M1","KL","AC10","H","Heat","N","Native","M1.KL.AC10.H.N",21.7643812971419,0.188473081039922,0.223375061005682,0.562666666666667
"K10_H_N_13","M4_79","M4","KL","AC10","H","Heat","N","Native","M4.KL.AC10.H.N",16.2838247646129,0.132431008347602,0.249936735308313,0.545666666666667
"K10_H_N_14","M4_88","M4","KL","AC10","H","Heat","N","Native","M4.KL.AC10.H.N",28.021709621683,0.209606911187713,0.469351234366623,0.521666666666667
"K10_H_N_15","M4_27","M4","KL","AC10","H","Heat","N","Native","M4.KL.AC10.H.N",17.4489824526308,0.134800601680856,0.154104115085208,0.577666666666667
"K10_H_N_16","M4_6","M4","KL","AC10","H","Heat","N","Native","M4.KL.AC10.H.N",18.1826002561977,0.153861381792541,0.167616950109276,0.559
"K10_H_N_17","M8_35","M8","KL","AC10","H","Heat","N","Native","M8.KL.AC10.H.N",30.6972569052798,0.483742245954423,0.560842294577756,0.544666666666667
"K10_H_N_18","M8_55","M8","KL","AC10","H","Heat","N","Native","M8.KL.AC10.H.N",25.9503181763177,0.466831784143171,0.436805434252616,0.548333333333333
"K10_H_N_19","M8_91","M8","KL","AC10","H","Heat","N","Native","M8.KL.AC10.H.N",25.691394245647,0.624066818381537,0.432347886369849,0.554666666666667
"K10_H_N_20","M8_58","M8","KL","AC10","H","Heat","N","Native","M8.KL.AC10.H.N",23.4042328580561,0.309439751515167,0.508184996796679,0.564333333333333
"K10_H_N_21","M12_36","M12","KL","AC10","H","Heat","N","Native","M12.KL.AC10.H.N",49.2966259251226,0.114216741903437,0.217237991424935,0.588666666666667
"K10_H_N_22","M12_62","M12","KL","AC10","H","Heat","N","Native","M12.KL.AC10.H.N",42.7372196814657,0.187660780457325,0.301750092685433,0.568
"K10_H_N_23","M12_56","M12","KL","AC10","H","Heat","N","Native","M12.KL.AC10.H.N",89.1277572599598,0.062366055621191,0.12190792558943,0.518333333333333
"K10_H_N_24","M12_79","M12","KL","AC10","H","Heat","N","Native","M12.KL.AC10.H.N",58.1431935563703,0.15747053850978,0.254903851912279,0.525333333333333
"K10_H_N_5","W2_44","W2","KL","AC10","H","Heat","N","Native","W2.KL.AC10.H.N",19.0456800251,0.113308634669697,0.331716168268811,0.568
"K10_H_N_6","W2_50","W2","KL","AC10","H","Heat","N","Native","W2.KL.AC10.H.N",22.8432310082697,0.0511962018964519,0.245408366179484,0.588
"K10_H_N_7","W2_21","W2","KL","AC10","H","Heat","N","Native","W2.KL.AC10.H.N",27.7627856910123,0.0853210490605357,0.296209468730014,0.597
"K10_H_N_8","W2_68","W2","KL","AC10","H","Heat","N","Native","W2.KL.AC10.H.N",31.0856428012859,0.117281366512899,0.325849462555782,0.592333333333333
"K10_H_N_9","M1_53","M1","KL","AC10","H","Heat","N","Native","M1.KL.AC10.H.N",27.9785556332379,0.213881662743556,0.292730622243782,0.593
"K10_H_T_10","M1_51","M1","KL","AC10","H","Heat","T","Transplant","M1.KL.AC10.H.T",38.5081288138449,0.201256208460942,0.358563254702621,0.588666666666667
"K10_H_T_11","M1_48","M1","KL","AC10","H","Heat","T","Transplant","M1.KL.AC10.H.T",36.6956612991502,0.16845224878969,0.317284376076079,0.565666666666667
"K10_H_T_12","M1_3","M1","KL","AC10","H","Heat","T","Transplant","M1.KL.AC10.H.T",29.4457912403716,0.119060772999708,0.202773800549591,0.562666666666667
"K10_H_T_13","M4_94","M4","KL","AC10","H","Heat","T","Transplant","M4.KL.AC10.H.T",35.9188895071383,0.204106532818701,0.382664837042594,0.535666666666667
"K10_H_T_14","M4_65","M4","KL","AC10","H","Heat","T","Transplant","M4.KL.AC10.H.T",22.4116911238186,0.127898127700278,0.244034061052513,0.564333333333333
"K10_H_T_15","M4_13","M4","KL","AC10","H","Heat","T","Transplant","M4.KL.AC10.H.T",16.2406707761677,0.177320262179438,0.172176078102842,0.574666666666667
"K10_H_T_16","M4_59","M4","KL","AC10","H","Heat","T","Transplant","M4.KL.AC10.H.T",14.6008192152535,0.118915701993816,0.381238882417279,0.532666666666667
"K10_H_T_17","M8_24","M8","KL","AC10","H","Heat","T","Transplant","M8.KL.AC10.H.T",24.914622453635,0.444165671006805,0.596327077709033,0.533333333333333
"K10_H_T_18","M8_40","M8","KL","AC10","H","Heat","T","Transplant","M8.KL.AC10.H.T",26.079780141653,0.423368216297401,0.490990718880669,0.566333333333333
"K10_H_T_19","M8_16","M8","KL","AC10","H","Heat","T","Transplant","M8.KL.AC10.H.T",14.2987412961378,0.359558921552675,0.735528378490264,0.556333333333333
"K10_H_T_20","M8_84","M8","KL","AC10","H","Heat","T","Transplant","M8.KL.AC10.H.T",15.8954388686069,0.373549505767986,0.408907237713133,0.541333333333333
"K10_H_T_21","M12_94","M12","KL","AC10","H","Heat","T","Transplant","M12.KL.AC10.H.T",27.8490936679025,0.171289835265434,0.356087710367017,0.525666666666667
"K10_H_T_22","M12_29","M12","KL","AC10","H","Heat","T","Transplant","M12.KL.AC10.H.T",47.915698294879,0.194229664414484,0.4305090134146,0.567
"K10_H_T_23","M12_14","M12","KL","AC10","H","Heat","T","Transplant","M12.KL.AC10.H.T",35.3578876573518,0.0566110741511959,0.118349151412893,0.471666666666667
"K10_H_T_24","M12_77","M12","KL","AC10","H","Heat","T","Transplant","M12.KL.AC10.H.T",47.2683884682024,0.0967002856410369,0.164040794519917,0.504
"K10_H_T_5","W2_11","W2","KL","AC10","H","Heat","T","Transplant","W2.KL.AC10.H.T",44.7654571383859,0.128101376222725,0.474831742124066,0.604333333333333
"K10_H_T_6","W2_23","W2","KL","AC10","H","Heat","T","Transplant","W2.KL.AC10.H.T",79.4181098598099,0.0521262972300347,0.131844286126719,0.566666666666667
"K10_H_T_7","W2_89","W2","KL","AC10","H","Heat","T","Transplant","W2.KL.AC10.H.T",32.6391863853098,0.0723742918133275,0.284774377960089,0.551
"K10_H_T_8","W2_32","W2","KL","AC10","H","Heat","T","Transplant","W2.KL.AC10.H.T",36.9545852298209,0.0988276099060694,0.64333748713854,0.559
"K10_H_T_9","M1_58","M1","KL","AC10","H","Heat","T","Transplant","M1.KL.AC10.H.T",32.6823403737549,0.30611944816639,0.538383414369244,0.597333333333333
"K12_C_N_10","M1_14","M1","KL","AC12","C","Control","N","Native","M1.KL.AC12.C.N",32.337108466194,1.16125936365824,0.788513080155464,0.622666666666667
"K12_C_N_11","M1_18","M1","KL","AC12","C","Control","N","Native","M1.KL.AC12.C.N",15.3344370188204,0.902098980420481,0.6920916618572,0.601333333333333
"K12_C_N_12","M1_93","M1","KL","AC12","C","Control","N","Native","M1.KL.AC12.C.N",32.2508004893038,0.941906853136088,0.35440872246848,0.614666666666667
"K12_C_N_13","M4_21","M4","KL","AC12","C","Control","N","Native","M4.KL.AC12.C.N",23.1884629158306,0.731732416313642,0.0812861122723746,0.603666666666667
"K12_C_N_14","M4_20","M4","KL","AC12","C","Control","N","Native","M4.KL.AC12.C.N",25.303008349641,1.08851351926529,0.248915856682684,0.617
"K12_C_N_15","M4_24","M4","KL","AC12","C","Control","N","Native","M4.KL.AC12.C.N",20.2108377131179,1.00520161286934,0.156900473152668,0.643666666666667
"K12_C_N_16","M4_18","M4","KL","AC12","C","Control","N","Native","M4.KL.AC12.C.N",25.1735463843057,1.07563271327084,0.140711997663086,0.629
"K12_C_N_17","M8_3","M8","KL","AC12","C","Control","N","Native","M8.KL.AC12.C.N",18.5278321637586,1.03327522781901,0.551158382143311,0.604666666666667
"K12_C_N_18","M8_94","M8","KL","AC12","C","Control","N","Native","M8.KL.AC12.C.N",27.4607077718965,0.81297297647152,0.389243863952374,0.628333333333333
"K12_C_N_19","M8_68","M8","KL","AC12","C","Control","N","Native","M8.KL.AC12.C.N",19.1319880019902,0.922416774714206,0.356643543749359,0.587666666666667
"K12_C_N_20","M8_13","M8","KL","AC12","C","Control","N","Native","M8.KL.AC12.C.N",20.0813757477826,1.36663545091179,0.797052960963961,0.583666666666667
"K12_C_N_21","M12_27","M12","KL","AC12","C","Control","N","Native","M12.KL.AC12.C.N",47.915698294879,2.1692160126801,0.834672172653578,0.664333333333333
"K12_C_N_22","M12_52","M12","KL","AC12","C","Control","N","Native","M12.KL.AC12.C.N",37.386125114272,1.89198086501698,0.706462622678095,0.630333333333333
"K12_C_N_23","M12_87","M12","KL","AC12","C","Control","N","Native","M12.KL.AC12.C.N",38.1197429178389,1.81117171091127,0.545853051654831,0.645666666666667
"K12_C_N_24","M12_24","M12","KL","AC12","C","Control","N","Native","M12.KL.AC12.C.N",49.6418578326835,1.65029789194142,0.643664548327255,0.634
"K12_C_N_5","W2_45","W2","KL","AC12","C","Control","N","Native","W2.KL.AC12.C.N",52.7920989891766,0.425190898444899,0.564593576893217,0.638
"K12_C_N_6","W2_61","W2","KL","AC12","C","Control","N","Native","W2.KL.AC12.C.N",24.5693905460741,0.368822064036964,0.283277681916783,0.645666666666667
"K12_C_N_7","W2_90","W2","KL","AC12","C","Control","N","Native","W2.KL.AC12.C.N",21.4623033780261,0.813519392232437,0.296696952225527,0.603666666666667
"K12_C_N_8","W2_15","W2","KL","AC12","C","Control","N","Native","W2.KL.AC12.C.N",26.2523960954334,0.797845648978434,0.639732233924406,0.626
"K12_C_N_9","M1_60","M1","KL","AC12","C","Control","N","Native","M1.KL.AC12.C.N",24.137850661623,1.41548090364933,0.617417027262274,0.640333333333333
"K12_C_T_10","M1_32","M1","KL","AC12","C","Control","T","Transplant","M1.KL.AC12.C.T",42.3919877739049,1.52431320303512,0.901430718554862,0.642666666666667
"K12_C_T_11","M1_38","M1","KL","AC12","C","Control","T","Transplant","M1.KL.AC12.C.T",58.4021174870409,1.43461693294354,0.776009534415535,0.631
"K12_C_T_12","M1_54","M1","KL","AC12","C","Control","T","Transplant","M1.KL.AC12.C.T",42.6509117045755,1.30260599628339,0.8760459860461,0.624666666666667
"K12_C_T_13","M4_15","M4","KL","AC12","C","Control","T","Transplant","M4.KL.AC12.C.T",27.8490936679025,0.802966885266115,0.078744393844583,0.612
"K12_C_T_14","M4_83","M4","KL","AC12","C","Control","T","Transplant","M4.KL.AC12.C.T",15.938592857052,0.930280784486338,0.447993123611333,0.617666666666667
"K12_C_T_15","M4_93","M4","KL","AC12","C","Control","T","Transplant","M4.KL.AC12.C.T",22.6274610660441,0.984298824703583,0.167572578688029,0.618333333333333
"K12_C_T_16","M4_23","M4","KL","AC12","C","Control","T","Transplant","M4.KL.AC12.C.T",33.9338060386632,1.00710895680437,0.216766253441159,0.622
"K12_C_T_17","M8_34","M8","KL","AC12","C","Control","T","Transplant","M8.KL.AC12.C.T",20.6423775975691,0.881867406695621,0.319572489594264,0.596
"K12_C_T_18","M8_38","M8","KL","AC12","C","Control","T","Transplant","M8.KL.AC12.C.T",20.8149935513495,0.768790693778325,0.351590788723811,0.595333333333333
"K12_C_T_19","M8_47","M8","KL","AC12","C","Control","T","Transplant","M8.KL.AC12.C.T",25.1303923958606,0.835100370476381,0.408706710114555,0.597333333333333
"K12_C_T_20","M8_88","M8","KL","AC12","C","Control","T","Transplant","M8.KL.AC12.C.T",16.4995947068384,0.923572584908256,0.563773120811548,0.602333333333333
"K12_C_T_21","M12_41","M12","KL","AC12","C","Control","T","Transplant","M12.KL.AC12.C.T",65.9109114764902,1.9524855159362,0.741729842674652,0.652
"K12_C_T_22","M12_33","M12","KL","AC12","C","Control","T","Transplant","M12.KL.AC12.C.T",33.7611900848827,1.92819377821091,0.652736172646579,0.643
"K12_C_T_23","M12_37","M12","KL","AC12","C","Control","T","Transplant","M12.KL.AC12.C.T",35.2715796804616,1.35048672136412,0.375259631689589,0.628333333333333
"K12_C_T_24","M12_83","M12","KL","AC12","C","Control","T","Transplant","M12.KL.AC12.C.T",30.7835648821701,1.42123457221835,0.444695084938941,0.630333333333333
"K12_C_T_5","W2_39","W2","KL","AC12","C","Control","T","Transplant","W2.KL.AC12.C.T",33.113880258206,0.919641041638022,0.761276534294193,0.638
"K12_C_T_6","W2_7","W2","KL","AC12","C","Control","T","Transplant","W2.KL.AC12.C.T",35.2715796804616,0.853920737494431,0.907391171304102,0.62
"K12_C_T_7","W2_31","W2","KL","AC12","C","Control","T","Transplant","W2.KL.AC12.C.T",45.2401510112822,1.29388972755791,1.2116590854511,0.647
"K12_C_T_8","W2_33","W2","KL","AC12","C","Control","T","Transplant","W2.KL.AC12.C.T",71.0462361014584,1.20444663497442,0.891732531889885,0.633333333333333
"K12_C_T_9","M1_76","M1","KL","AC12","C","Control","T","Transplant","M1.KL.AC12.C.T",55.3381843074381,1.39559210877385,0.713031706656419,0.657666666666667
"K12_H_N_10","M1_33","M1","KL","AC12","H","Heat","N","Native","M1.KL.AC12.H.N",28.0648636101281,0.0418131374626212,0.0362609993099252,0.515666666666667
"K12_H_N_11","M1_86","M1","KL","AC12","H","Heat","N","Native","M1.KL.AC12.H.N",27.5038617603417,0.104031451713896,0.0687957937138968,0.4615
"K12_H_N_12","M1_69","M1","KL","AC12","H","Heat","N","Native","M1.KL.AC12.H.N",26.3818580607688,0.211529200122257,0.194982475766155,0.446
"K12_H_N_13","M4_89","M4","KL","AC12","H","Heat","N","Native","M4.KL.AC12.H.N",16.7585186375091,0.432348277517183,0.237111649660141,0.395
"K12_H_N_14","M4_10","M4","KL","AC12","H","Heat","N","Native","M4.KL.AC12.H.N",18.9593720482097,0.484588482676085,0.168823101939299,0.352
"K12_H_N_15","M4_72","M4","KL","AC12","H","Heat","N","Native","M4.KL.AC12.H.N",20.8581475397946,0.461477798142701,0.444894925702083,0.534
"K12_H_N_16","M4_4","M4","KL","AC12","H","Heat","N","Native","M4.KL.AC12.H.N",19.0888340135451,0.458814299175389,0.173808677766581,0.519333333333333
"K12_H_N_17","M8_74","M8","KL","AC12","H","Heat","N","Native","M8.KL.AC12.H.N",12.6588897352236,0.574810283697561,0.394303142250401,0.530666666666667
"K12_H_N_18","M8_76","M8","KL","AC12","H","Heat","N","Native","M8.KL.AC12.H.N",20.2108377131179,0.791727697146079,0.433777170666693,0.590666666666667
"K12_H_N_19","M8_61","M8","KL","AC12","H","Heat","N","Native","M8.KL.AC12.H.N",29.3594832634814,0.551029793501946,0.425747956386811,0.587333333333333
"K12_H_N_20","M8_28","M8","KL","AC12","H","Heat","N","Native","M8.KL.AC12.H.N",19.0025260366549,0.629718384646218,1.27952504593859,0.568666666666667
"K12_H_N_21","M12_6","M12","KL","AC12","H","Heat","N","Native","M12.KL.AC12.H.N",39.9753644209786,0.150391791388189,0.0735870214720605,0.400666666666667
"K12_H_N_22","M12_61","M12","KL","AC12","H","Heat","N","Native","M12.KL.AC12.H.N",52.6626370238412,0.0712236773287408,0.0438142130815708,0.391333333333333
"K12_H_N_23","M12_21","M12","KL","AC12","H","Heat","N","Native","M12.KL.AC12.H.N",59.3083512443882,0.410629354703304,0.377934127820167,0.291
"K12_H_N_24","M12_90","M12","KL","AC12","H","Heat","N","Native","M12.KL.AC12.H.N",38.5081288138449,0.122045227283119,0.113216615148346,0.353333333333333
"K12_H_N_5","W2_83","W2","KL","AC12","H","Heat","N","Native","W2.KL.AC12.H.N",22.195921181593,0.130656438012809,0.187188986931778,0.592333333333333
"K12_H_N_6","W2_63","W2","KL","AC12","H","Heat","N","Native","W2.KL.AC12.H.N",36.60935332226,0.11234469591589,0.144383866971668,0.578666666666667
"K12_H_N_7","W2_85","W2","KL","AC12","H","Heat","N","Native","W2.KL.AC12.H.N",23.6631567887268,0.195780584476951,0.265219051542179,0.433666666666667
"K12_H_N_8","W2_51","W2","KL","AC12","H","Heat","N","Native","W2.KL.AC12.H.N",26.5113200261041,0.181932849637468,0.267641444975711,0.465666666666667
"K12_H_N_9","M1_6","M1","KL","AC12","H","Heat","N","Native","M1.KL.AC12.H.N",33.5454201426571,0.16840351507427,0.102920159751099,0.514333333333333
"K12_H_T_10","M1_44","M1","KL","AC12","H","Heat","T","Transplant","M1.KL.AC12.H.T",56.9780358683523,0.283600509454825,0.421286020730187,0.619333333333333
"K12_H_T_11","M1_1","M1","KL","AC12","H","Heat","T","Transplant","M1.KL.AC12.H.T",52.8784069660668,0.250013961435785,0.500073990825198,0.604333333333333
"K12_H_T_12","M1_25","M1","KL","AC12","H","Heat","T","Transplant","M1.KL.AC12.H.T",67.8528409565202,0.205593847951125,0.354766354078309,0.600666666666667
"K12_H_T_13","M4_22","M4","KL","AC12","H","Heat","T","Transplant","M4.KL.AC12.H.T",25.4756243034214,0.26441364444843,0.0956913153909479,0.564666666666667
"K12_H_T_14","M4_39","M4","KL","AC12","H","Heat","T","Transplant","M4.KL.AC12.H.T",26.9428599105552,0.292571019786651,0.18266657720593,0.566666666666667
"K12_H_T_15","M4_75","M4","KL","AC12","H","Heat","T","Transplant","M4.KL.AC12.H.T",25.6482402572019,0.305477747716694,0.397679135009504,0.567333333333333
"K12_H_T_16","M4_35","M4","KL","AC12","H","Heat","T","Transplant","M4.KL.AC12.H.T",29.2731752865912,0.265538668897343,0.164442973912877,0.587
"K12_H_T_17","M8_95","M8","KL","AC12","H","Heat","T","Transplant","M8.KL.AC12.H.T",25.8208562109823,0.971772577755483,0.793103057182506,0.59
"K12_H_T_18","M8_5","M8","KL","AC12","H","Heat","T","Transplant","M8.KL.AC12.H.T",27.5038617603417,0.880545437983584,1.03937695182936,0.575
"K12_H_T_19","M8_22","M8","KL","AC12","H","Heat","T","Transplant","M8.KL.AC12.H.T",21.2465334358006,0.628435067161041,1.12680160612271,0.547333333333333
"K12_H_T_20","M8_15","M8","KL","AC12","H","Heat","T","Transplant","M8.KL.AC12.H.T",20.2108377131179,0.316721161728258,0.687623155322246,0.608666666666667
"K12_H_T_21","M12_42","M12","KL","AC12","H","Heat","T","Transplant","M12.KL.AC12.H.T",48.0883142486595,0.136864851738559,0.120115002787003,0.582333333333333
"K12_H_T_22","M12_7","M12","KL","AC12","H","Heat","T","Transplant","M12.KL.AC12.H.T",31.517182685737,0.0798379313200922,0.0916011443277419,0.401333333333333
"K12_H_T_23","M12_66","M12","KL","AC12","H","Heat","T","Transplant","M12.KL.AC12.H.T",49.5987038442384,0.192154214955501,0.202106087922789,0.499
"K12_H_T_24","M12_73","M12","KL","AC12","H","Heat","T","Transplant","M12.KL.AC12.H.T",36.5230453453698,0.167269731815353,0.196002275612746,0.332666666666667
"K12_H_T_5","W2_96","W2","KL","AC12","H","Heat","T","Transplant","W2.KL.AC12.H.T",61.1208187590829,0.175649479473057,0.608088712726493,0.607333333333333
"K12_H_T_6","W2_59","W2","KL","AC12","H","Heat","T","Transplant","W2.KL.AC12.H.T",67.5076090489593,0.151425893229107,0.30805653307789,0.605
"K12_H_T_7","W2_38","W2","KL","AC12","H","Heat","T","Transplant","W2.KL.AC12.H.T",42.7372196814657,0.1967956751208,0.625702144390945,0.438
"K12_H_T_8","W2_79","W2","KL","AC12","H","Heat","T","Transplant","W2.KL.AC12.H.T",55.4244922843283,0.195473629439634,0.423659631910412,0.597666666666667
"K12_H_T_9","M1_65","M1","KL","AC12","H","Heat","T","Transplant","M1.KL.AC12.H.T",58.8336573714921,0.158329269608074,0.470791129388826,0.621333333333333
"K8_C_N_10","M1_13","M1","KL","AC8","C","Control","N","Native","M1.KL.AC8.C.N",38.4218208369547,1.18959310979276,0.640432948360766,0.643666666666667
"K8_C_N_11","M1_19","M1","KL","AC8","C","Control","N","Native","M1.KL.AC8.C.N",42.3919877739049,1.06608069999066,0.746096648467839,0.633333333333333
"K8_C_N_12","M1_2","M1","KL","AC8","C","Control","N","Native","M1.KL.AC8.C.N",34.4948078884496,0.943304378982464,0.138598162815131,0.616666666666667
"K8_C_N_13","M4_26","M4","KL","AC8","C","Control","N","Native","M4.KL.AC8.C.N",43.0392976005815,0.36854140791366,0.174819209872476,0.585666666666667
"K8_C_N_14","M4_96","M4","KL","AC8","C","Control","N","Native","M4.KL.AC8.C.N",24.6125445345192,0.522874286671882,0.151111559992659,0.576666666666667
"K8_C_N_15","M4_55","M4","KL","AC8","C","Control","N","Native","M4.KL.AC8.C.N",15.4638989841558,0.686484912001182,0.225216163373052,0.593
"K8_C_N_16","M4_16","M4","KL","AC8","C","Control","N","Native","M4.KL.AC8.C.N",31.0424888128407,0.744561219710342,0.139059790792753,0.594
"K8_C_N_17","M8_56","M8","KL","AC8","C","Control","N","Native","M8.KL.AC8.C.N",12.9178136658942,0.617200676487806,0.281510485756667,0.577
"K8_C_N_18","M8_39","M8","KL","AC8","C","Control","N","Native","M8.KL.AC8.C.N",11.9684259201018,0.817804284819165,0.378014120670726,0.583
"K8_C_N_19","M8_7","M8","KL","AC8","C","Control","N","Native","M8.KL.AC8.C.N",19.5635278864413,0.624104204051154,0.345299684147552,0.553666666666667
"K8_C_N_20","M8_81","M8","KL","AC8","C","Control","N","Native","M8.KL.AC8.C.N",14.8597431459242,0.768375775714428,0.337082542464664,0.561
"K8_C_N_21","M12_40","M12","KL","AC8","C","Control","N","Native","M12.KL.AC8.C.N",37.4724330911622,1.38949735502888,0.717400760569781,0.641333333333333
