"ID","RandN","TimeP","Site","Genotype","Treat","Treatment","Orig","Origin","Set","SA_cm2","Chl_ug.cm2","Sym10.6_cm2","Fv_Fm"
"K8_C_N_22","M12_22","M12","KL","AC8","C","Control","N","Native","M12.KL.AC8.C.N",32.5528784084196,1.52071140107013,0.742476032280716,0.643
"K8_C_N_23","M12_20","M12","KL","AC8","C","Control","N","Native","M12.KL.AC8.C.N",85.8049001496863,0.967246857175015,0.417587339854634,0.62
"K8_C_N_24","M12_78","M12","KL","AC8","C","Control","N","Native","M12.KL.AC8.C.N",40.5795202592102,1.5914929399724,0.564055165112627,0.617
"K8_C_N_5","W2_40","W2","KL","AC8","C","Control","N","Native","W2.KL.AC8.C.N",20.5560696206788,0.693741569431845,0.59791974958266,0.619666666666667
"K8_C_N_6","W2_28","W2","KL","AC8","C","Control","N","Native","W2.KL.AC8.C.N",29.186867309701,0.688040953039359,0.808164019444457,0.627666666666667
"K8_C_N_7","W2_82","W2","KL","AC8","C","Control","N","Native","W2.KL.AC8.C.N",34.9695017613458,0.632464830381067,0.183160058833892,0.621
"K8_C_N_8","W2_19","W2","KL","AC8","C","Control","N","Native","W2.KL.AC8.C.N",57.9274236141447,0.623781985783157,0.566602102289693,0.605
"K8_C_N_9","M1_78","M1","KL","AC8","C","Control","N","Native","M1.KL.AC8.C.N",38.3786668485096,1.12805507733996,0.634632388252065,0.636
"K8_C_T_10","M1_62","M1","KL","AC8","C","Control","T","Transplant","M1.KL.AC8.C.T",32.6823403737549,1.18175410813037,0.762974429457454,0.639333333333333
"K8_C_T_11","M1_9","M1","KL","AC8","C","Control","T","Transplant","M1.KL.AC8.C.T",24.5693905460741,1.15605906517715,0.165166490084078,0.602333333333333
"K8_C_T_12","M1_84","M1","KL","AC8","C","Control","T","Transplant","M1.KL.AC8.C.T",56.9780358683523,0.675839372367498,0.361491927303173,0.608666666666667
"K8_C_T_13","M4_30","M4","KL","AC8","C","Control","T","Transplant","M4.KL.AC8.C.T",14.6871271921438,0.601890341409216,0.085018396291136,0.571
"K8_C_T_14","M4_1","M4","KL","AC8","C","Control","T","Transplant","M4.KL.AC8.C.T",23.3179248811659,0.765722797275514,0.162110823294281,0.595666666666667
"K8_C_T_15","M4_64","M4","KL","AC8","C","Control","T","Transplant","M4.KL.AC8.C.T",16.2838247646129,0.878903873847166,0.271746967556194,0.609
"K8_C_T_16","M4_29","M4","KL","AC8","C","Control","T","Transplant","M4.KL.AC8.C.T",23.1453089273855,0.734752776614636,0.44636811858562,0.600666666666667
"K8_C_T_17","M8_19","M8","KL","AC8","C","Control","T","Transplant","M8.KL.AC8.C.T",21.7643812971419,1.00885140573925,0.643762660133138,0.581333333333333
"K8_C_T_18","M8_26","M8","KL","AC8","C","Control","T","Transplant","M8.KL.AC8.C.T",13.6945854579062,0.981383484831296,0.592526150203061,0.577
"K8_C_T_19","M8_49","M8","KL","AC8","C","Control","T","Transplant","M8.KL.AC8.C.T",15.938592857052,0.831273717332657,0.506606829876291,0.571666666666667
"K8_C_T_20","M8_65","M8","KL","AC8","C","Control","T","Transplant","M8.KL.AC8.C.T",6.70363932979828,0.624854619099271,0.301000680485702,0.546333333333333
"K8_C_T_21","M12_86","M12","KL","AC8","C","Control","T","Transplant","M12.KL.AC8.C.T",25.4756243034215,1.54658035189773,0.444739169688507,0.647
"K8_C_T_22","M12_80","M12","KL","AC8","C","Control","T","Transplant","M12.KL.AC8.C.T",29.7047151710423,1.30297046929431,0.517539518944344,0.637
"K8_C_T_23","M12_64","M12","KL","AC8","C","Control","T","Transplant","M12.KL.AC8.C.T",35.7031195649127,1.82754627966619,0.366967765272699,0.613666666666667
"K8_C_T_24","M12_85","M12","KL","AC8","C","Control","T","Transplant","M12.KL.AC8.C.T",22.8863849967148,1.89268277505969,0.303516697853205,0.629666666666667
"K8_C_T_5","W2_75","W2","KL","AC8","C","Control","T","Transplant","W2.KL.AC8.C.T",40.9679061552162,0.789826794598827,0.401264832469524,0.623666666666667
"K8_C_T_6","W2_12","W2","KL","AC8","C","Control","T","Transplant","W2.KL.AC8.C.T",30.8267188706152,0.858149498309075,0.634649444273132,0.618333333333333
"K8_C_T_7","W2_16","W2","KL","AC8","C","Control","T","Transplant","W2.KL.AC8.C.T",83.0861988776443,0.976344259686192,0.692024918418439,0.624333333333333
"K8_C_T_8","W2_87","W2","KL","AC8","C","Control","T","Transplant","W2.KL.AC8.C.T",53.353100838963,1.02134644740658,0.199429083458813,0.583
"K8_C_T_9","M1_75","M1","KL","AC8","C","Control","T","Transplant","M1.KL.AC8.C.T",30.1362550554934,1.12631778359643,0.708358751301074,0.617333333333333
"K8_H_N_10","M1_68","M1","KL","AC8","H","Heat","N","Native","M1.KL.AC8.H.N",35.7462735533578,0.0497618303442124,0.0521139636337005,0.558666666666667
"K8_H_N_11","M1_28","M1","KL","AC8","H","Heat","N","Native","M1.KL.AC8.H.N",39.4575165596373,0.0700991912610483,0.0754099664509486,0.536333333333333
"K8_H_N_12","M1_57","M1","KL","AC8","H","Heat","N","Native","M1.KL.AC8.H.N",20.2108377131179,0.00653906591482949,0.0150533097300827,0.542333333333333
"K8_H_N_13","M4_31","M4","KL","AC8","H","Heat","N","Native","M4.KL.AC8.H.N",42.7372196814657,0.142262881051121,0.0941953648366565,0.547
"K8_H_N_14","M4_56","M4","KL","AC8","H","Heat","N","Native","M4.KL.AC8.H.N",34.4084999115594,0.110408378058656,0.116474243582285,0.5395
"K8_H_N_15","M4_38","M4","KL","AC8","H","Heat","N","Native","M4.KL.AC8.H.N",25.3893163265312,0.141762514872139,0.0979634098063881,0.572333333333333
"K8_H_N_16","M4_47","M4","KL","AC8","H","Heat","N","Native","M4.KL.AC8.H.N",31.4308747088467,0.124870848691185,0.0737975007532047,0.575333333333333
"K8_H_N_17","M8_92","M8","KL","AC8","H","Heat","N","Native","M8.KL.AC8.H.N",14.3418952845829,0.367514885265271,0.249266636596,0.546333333333333
"K8_H_N_18","M8_72","M8","KL","AC8","H","Heat","N","Native","M8.KL.AC8.H.N",16.9311345912895,0.505459333150821,0.32625338663611,0.555
"K8_H_N_19","M8_70","M8","KL","AC8","H","Heat","N","Native","M8.KL.AC8.H.N",27.7627856910123,0.436069353224855,0.407643531378905,0.549
"K8_H_N_20","M8_64","M8","KL","AC8","H","Heat","N","Native","M8.KL.AC8.H.N",18.5709861522037,0.355473852917425,0.297582473795782,0.559333333333333
"K8_H_N_21","M12_9","M12","KL","AC8","H","Heat","N","Native","M12.KL.AC8.H.N",42.3488337854598,0.109610259639793,0.0986926823339115,0.554
"K8_H_N_22","M12_35","M12","KL","AC8","H","Heat","N","Native","M12.KL.AC8.H.N",48.3903921677753,0.165541125854618,0.18418532276197,0.532666666666667
"K8_H_N_23","M12_26","M12","KL","AC8","H","Heat","N","Native","M12.KL.AC8.H.N",60.6461248861867,0.12415104863056,0.165044279725774,0.503666666666667
"K8_H_N_24","M12_70","M12","KL","AC8","H","Heat","N","Native","M12.KL.AC8.H.N",40.49321228232,0.130720673951351,0.155531054342898,0.485666666666667
"K8_H_N_5","W2_74","W2","KL","AC8","H","Heat","N","Native","W2.KL.AC8.H.N",65.9540654649353,0.0379191181372985,0.0780188448388478,0.566333333333333
"K8_H_N_6","W2_47","W2","KL","AC8","H","Heat","N","Native","W2.KL.AC8.H.N",39.0691306636313,0.0456816921616683,0.121336920465775,0.553
"K8_H_N_7","W2_53","W2","KL","AC8","H","Heat","N","Native","W2.KL.AC8.H.N",25.9071641878726,0.0126991899852168,0.0559737063263303,0.537
"K8_H_N_8","W2_30","W2","KL","AC8","H","Heat","N","Native","W2.KL.AC8.H.N",43.8160693925935,0.0871161970082729,0.290497212014904,0.541333333333333
"K8_H_N_9","M1_17","M1","KL","AC8","H","Heat","N","Native","M1.KL.AC8.H.N",18.0099843024173,0.0428758100895748,0.0578905557324701,0.550333333333333
"K8_H_T_10","M1_63","M1","KL","AC8","H","Heat","T","Transplant","M1.KL.AC8.H.T",45.8011528610686,0.114034465810129,0.138038577744492,0.570333333333333
"K8_H_T_11","M1_88","M1","KL","AC8","H","Heat","T","Transplant","M1.KL.AC8.H.T",56.3738800301207,0.107076776161373,0.0577377324083582,0.542
"K8_H_T_12","M1_16","M1","KL","AC8","H","Heat","T","Transplant","M1.KL.AC8.H.T",61.2502807244182,0.170121995797579,0.213711379689751,0.514666666666667
"K8_H_T_13","M4_82","M4","KL","AC8","H","Heat","T","Transplant","M4.KL.AC8.H.T",69.5358465058795,0.324140729315695,0.207709558821273,0.560666666666667
"K8_H_T_14","M4_95","M4","KL","AC8","H","Heat","T","Transplant","M4.KL.AC8.H.T",24.5693905460741,0.128142508355235,0.0670134652673787,0.554666666666667
"K8_H_T_15","M4_46","M4","KL","AC8","H","Heat","T","Transplant","M4.KL.AC8.H.T",18.268908233088,0.121567198853054,0.0553629142527606,0.534
"K8_H_T_16","M4_92","M4","KL","AC8","H","Heat","T","Transplant","M4.KL.AC8.H.T",28.5827114714694,0.204377391061411,0.112277101604,0.590666666666667
"K8_H_T_17","M8_2","M8","KL","AC8","H","Heat","T","Transplant","M8.KL.AC8.H.T",14.1692793308024,0.417651728210009,0.342052964504972,0.533333333333333
"K8_H_T_18","M8_59","M8","KL","AC8","H","Heat","T","Transplant","M8.KL.AC8.H.T",12.7020437236687,0.562389288585295,0.370635159382073,0.576666666666667
"K8_H_T_19","M8_60","M8","KL","AC8","H","Heat","T","Transplant","M8.KL.AC8.H.T",16.2838247646129,0.421182375709695,0.348389158075964,0.541666666666667
"K8_H_T_20","M8_87","M8","KL","AC8","H","Heat","T","Transplant","M8.KL.AC8.H.T",19.8224518171119,0.415988903697656,0.427406260243057,0.571666666666667
"K8_H_T_21","M12_53","M12","KL","AC8","H","Heat","T","Transplant","M12.KL.AC8.H.T",34.7105778306751,0.128757579945856,0.111438939993145,0.530666666666667
"K8_H_T_22","M12_19","M12","KL","AC8","H","Heat","T","Transplant","M12.KL.AC8.H.T",26.5113200261041,0.0566743564077747,0.0662431745484865,0.532
"K8_H_T_23","M12_5","M12","KL","AC8","H","Heat","T","Transplant","M12.KL.AC8.H.T",36.0051974840285,0.160464333033109,0.178356749823373,0.468333333333333
"K8_H_T_24","M12_67","M12","KL","AC8","H","Heat","T","Transplant","M12.KL.AC8.H.T",47.3546964450926,0.134314449832338,0.142415863816584,0.502333333333333
"K8_H_T_5","W2_9","W2","KL","AC8","H","Heat","T","Transplant","W2.KL.AC8.H.T",53.6551787580788,NA,0.162366060493057,0.597
"K8_H_T_6","W2_36","W2","KL","AC8","H","Heat","T","Transplant","W2.KL.AC8.H.T",18.1394462677526,0.0773783267295898,0.260874115458117,0.565333333333333
"K8_H_T_7","W2_62","W2","KL","AC8","H","Heat","T","Transplant","W2.KL.AC8.H.T",41.3562920512222,0.0258985178202167,0.0588398978560769,0.563666666666667
"K8_H_T_8","W2_66","W2","KL","AC8","H","Heat","T","Transplant","W2.KL.AC8.H.T",53.5688707811885,0.192354872952667,0.299824128561622,0.564333333333333
"K8_H_T_9","M1_26","M1","KL","AC8","H","Heat","T","Transplant","M1.KL.AC8.H.T",77.0877944837739,0.0528584759833935,0.0804840771687397,0.589666666666667
"S10_C_N_10","M1_85","M1","SS","AC10","C","Control","N","Native","M1.SS.AC10.C.N",39.0259766751862,1.09725803976852,0.752395519640378,0.638
"S10_C_N_11","M1_23","M1","SS","AC10","C","Control","N","Native","M1.SS.AC10.C.N",52.1447891624999,1.07709068477848,0.752669646006071,0.602
"S10_C_N_12","M1_35","M1","SS","AC10","C","Control","N","Native","M1.SS.AC10.C.N",43.211913554362,0.987226202784697,0.698112106561753,0.622333333333333
"S10_C_N_13","M4_7","M4","SS","AC10","C","Control","N","Native","M4.SS.AC10.C.N",45.3696129766175,0.995831138269096,0.308400118096911,0.604
"S10_C_N_14","M4_71","M4","SS","AC10","C","Control","N","Native","M4.SS.AC10.C.N",37.9039729756134,1.14279524280658,0.536638204472307,0.638333333333333
"S10_C_N_15","M4_51","M4","SS","AC10","C","Control","N","Native","M4.SS.AC10.C.N",18.0531382908624,0.747126609384417,0.453094407643252,0.579666666666667
"S10_C_N_16","M4_8","M4","SS","AC10","C","Control","N","Native","M4.SS.AC10.C.N",45.542228930398,1.09873549249879,0.243238358336169,0.614
"S10_C_N_17","M8_25","M8","SS","AC10","C","Control","N","Native","M8.SS.AC10.C.N",31.9918765586332,1.12209214322084,0.680247686006005,0.589333333333333
"S10_C_N_18","M8_43","M8","SS","AC10","C","Control","N","Native","M8.SS.AC10.C.N",19.7361438402217,1.08605308988056,0.792115224056067,0.579333333333333
"S10_C_N_19","M8_66","M8","SS","AC10","C","Control","N","Native","M8.SS.AC10.C.N",27.244937829671,1.07034195424891,0.637417494162427,0.596333333333333
"S10_C_N_20","M8_32","M8","SS","AC10","C","Control","N","Native","M8.SS.AC10.C.N",24.0515426847328,0.725137685703247,0.423865700991864,0.572
"S10_C_N_21","M12_32","M12","SS","AC10","C","Control","N","Native","M12.SS.AC10.C.N",51.3248633820428,1.80314946600286,1.01136479630964,0.637333333333333
"S10_C_N_22","M12_96","M12","SS","AC10","C","Control","N","Native","M12.SS.AC10.C.N",33.4591121657669,2.05779518771704,1.12336871982086,0.651333333333333
"S10_C_N_23","M12_18","M12","SS","AC10","C","Control","N","Native","M12.SS.AC10.C.N",44.3339172539348,1.75726512548927,0.937703694484843,0.623666666666667
"S10_C_N_24","M12_88","M12","SS","AC10","C","Control","N","Native","M12.SS.AC10.C.N",29.1437133212559,1.71466070397945,0.804653536819427,0.634666666666667
"S10_C_N_5","W2_78","W2","SS","AC10","C","Control","N","Native","W2.SS.AC10.C.N",36.4367373684796,0.549399080317144,0.368422448592031,0.624333333333333
"S10_C_N_6","W2_64","W2","SS","AC10","C","Control","N","Native","W2.SS.AC10.C.N",28.2374795639086,0.729810178467199,0.346421853191985,0.602333333333333
"S10_C_N_7","W2_92","W2","SS","AC10","C","Control","N","Native","W2.SS.AC10.C.N",28.1943255754634,0.810198489723035,0.599156023604312,0.624333333333333
"S10_C_N_8","W2_77","W2","SS","AC10","C","Control","N","Native","W2.SS.AC10.C.N",29.4457912403717,0.886354740941145,0.357945891620298,0.613
"S10_C_N_9","M1_59","M1","SS","AC10","C","Control","N","Native","M1.SS.AC10.C.N",24.5693905460741,0.668012771252448,0.575159565863061,0.640666666666667
"S10_C_T_10","M1_90","M1","SS","AC10","C","Control","T","Transplant","M1.SS.AC10.C.T",42.8235276583559,0.831365418655629,0.463816997012958,0.641333333333333
"S10_C_T_11","M1_43","M1","SS","AC10","C","Control","T","Transplant","M1.SS.AC10.C.T",22.1096132047028,0.54250609854399,0.252973217948938,0.615666666666667
"S10_C_T_12","M1_15","M1","SS","AC10","C","Control","T","Transplant","M1.SS.AC10.C.T",43.7297614157033,0.851586321559348,0.569207313147187,0.657333333333333
"S10_C_T_13","M4_50","M4","SS","AC10","C","Control","T","Transplant","M4.SS.AC10.C.T",24.2673126269583,0.838082086493858,0.539388938578183,0.622666666666667
"S10_C_T_14","M4_60","M4","SS","AC10","C","Control","T","Transplant","M4.SS.AC10.C.T",15.5070529726009,0.866878662056875,0.47923290215946,0.593666666666667
"S10_C_T_15","M4_86","M4","SS","AC10","C","Control","T","Transplant","M4.SS.AC10.C.T",19.2614499673255,0.741796871864328,0.439847468096732,0.593666666666667
"S10_C_T_16","M4_67","M4","SS","AC10","C","Control","T","Transplant","M4.SS.AC10.C.T",32.4234164430843,1.09025113774543,0.657524787291416,0.638
"S10_C_T_17","M8_6","M8","SS","AC10","C","Control","T","Transplant","M8.SS.AC10.C.T",22.3253831469284,1.0304181499866,0.686240047893999,0.595
"S10_C_T_18","M8_77","M8","SS","AC10","C","Control","T","Transplant","M8.SS.AC10.C.T",24.3536206038486,0.962332885989707,0.490420221053808,0.614333333333333
"S10_C_T_19","M8_37","M8","SS","AC10","C","Control","T","Transplant","M8.SS.AC10.C.T",37.6882030333878,1.07172528136238,0.711017714913621,0.595666666666667
"S10_C_T_20","M8_57","M8","SS","AC10","C","Control","T","Transplant","M8.SS.AC10.C.T",18.9162180597646,0.861229234539852,0.394531294597101,0.594666666666667
"S10_C_T_21","M12_8","M12","SS","AC10","C","Control","T","Transplant","M12.SS.AC10.C.T",45.8443068495137,1.76448380527446,0.840860177612412,0.664666666666667
"S10_C_T_22","M12_49","M12","SS","AC10","C","Control","T","Transplant","M12.SS.AC10.C.T",60.6461248861867,1.41743994626736,0.689344621415739,0.641
"S10_C_T_23","M12_95","M12","SS","AC10","C","Control","T","Transplant","M12.SS.AC10.C.T",39.0259766751862,1.54319904665685,0.806199016154407,0.634333333333333
"S10_C_T_24","M12_17","M12","SS","AC10","C","Control","T","Transplant","M12.SS.AC10.C.T",66.0835274302707,1.87060545151895,1.02094441116494,0.617666666666667
"S10_C_T_5","W2_46","W2","SS","AC10","C","Control","T","Transplant","W2.SS.AC10.C.T",26.3387040723237,0.538830610687215,0.615775170846101,0.622
"S10_C_T_6","W2_18","W2","SS","AC10","C","Control","T","Transplant","W2.SS.AC10.C.T",23.1453089273855,0.376333998997118,0.499503032613268,0.613333333333333
"S10_C_T_7","W2_95","W2","SS","AC10","C","Control","T","Transplant","W2.SS.AC10.C.T",40.2342883516493,0.512137801964014,0.307112676928794,0.620666666666667
"S10_C_T_8","W2_60","W2","SS","AC10","C","Control","T","Transplant","W2.SS.AC10.C.T",19.9087597940022,0.439467354598143,0.459445997372256,0.602333333333333
"S10_C_T_9","M1_29","M1","SS","AC10","C","Control","T","Transplant","M1.SS.AC10.C.T",22.972692973605,0.922907327017637,0.580210601139128,0.635
"S10_H_N_10","M1_71","M1","SS","AC10","H","Heat","N","Native","M1.SS.AC10.H.N",36.6525073107051,0.200848469590234,0.439223976235264,0.547
"S10_H_N_11","M1_37","M1","SS","AC10","H","Heat","N","Native","M1.SS.AC10.H.N",50.7207075438112,0.298498070443039,0.489031230066634,0.579333333333333
"S10_H_N_12","M1_52","M1","SS","AC10","H","Heat","N","Native","M1.SS.AC10.H.N",51.1522474282623,0.326365588466979,0.470841677753789,0.560666666666667
"S10_H_N_13","M4_32","M4","SS","AC10","H","Heat","N","Native","M4.SS.AC10.H.N",54.2593345963104,0.251735486651707,0.30831929887208,0.585666666666667
"S10_H_N_14","M4_33","M4","SS","AC10","H","Heat","N","Native","M4.SS.AC10.H.N",23.1453089273855,0.229835054266188,0.356000519407661,0.561333333333333
"S10_H_N_15","M4_54","M4","SS","AC10","H","Heat","N","Native","M4.SS.AC10.H.N",19.3046039557706,0.311594063974667,0.306212964199815,0.564
"S10_H_N_16","M4_61","M4","SS","AC10","H","Heat","N","Native","M4.SS.AC10.H.N",15.2049750534851,0.3126531491575,0.654216134193525,0.550666666666667
"S10_H_N_17","M8_62","M8","SS","AC10","H","Heat","N","Native","M8.SS.AC10.H.N",16.2838247646129,0.503016958141206,0.500122183683645,0.546666666666667
"S10_H_N_18","M8_27","M8","SS","AC10","H","Heat","N","Native","M8.SS.AC10.H.N",25.5619322803117,0.491053905042018,0.878792094183817,0.551
"S10_H_N_19","M8_52","M8","SS","AC10","H","Heat","N","Native","M8.SS.AC10.H.N",29.186867309701,0.363019432252613,0.643144048342621,0.556333333333333
"S10_H_N_20","M8_11","M8","SS","AC10","H","Heat","N","Native","M8.SS.AC10.H.N",20.1245297362277,1.24343278218091,0.936727478707962,0.576333333333333
"S10_H_N_21","M12_13","M12","SS","AC10","H","Heat","N","Native","M12.SS.AC10.H.N",52.5331750585059,0.137337025450393,0.323621216137541,0.570333333333333
"S10_H_N_22","M12_34","M12","SS","AC10","H","Heat","N","Native","M12.SS.AC10.H.N",58.7905033830469,0.203275290718344,0.231723615483252,0.538666666666667
"S10_H_N_23","M12_30","M12","SS","AC10","H","Heat","N","Native","M12.SS.AC10.H.N",42.9529896236913,0.111005078849509,0.263744156093655,0.523
"S10_H_N_24","M12_45","M12","SS","AC10","H","Heat","N","Native","M12.SS.AC10.H.N",33.070726269761,0.0875013542106358,0.228824245898688,0.455666666666667
"S10_H_N_5","W2_54","W2","SS","AC10","H","Heat","N","Native","W2.SS.AC10.H.N",17.7510603717466,0.145726505674966,0.423997205934771,0.607666666666667
"S10_H_N_6","W2_72","W2","SS","AC10","H","Heat","N","Native","W2.SS.AC10.H.N",39.6732865018629,0.16974326876139,0.487608708673319,0.625333333333333
"S10_H_N_7","W2_43","W2","SS","AC10","H","Heat","N","Native","W2.SS.AC10.H.N",16.8448266143993,0.264000342763907,0.564054959869875,0.614
"S10_H_N_8","W2_91","W2","SS","AC10","H","Heat","N","Native","W2.SS.AC10.H.N",41.9604478894538,0.168399060434624,0.530110642731978,0.595333333333333
"S10_H_N_9","M1_73","M1","SS","AC10","H","Heat","N","Native","M1.SS.AC10.H.N",56.4601880070109,0.387689109311537,0.633345393670309,0.568
"S10_H_T_10","M1_40","M1","SS","AC10","H","Heat","T","Transplant","M1.SS.AC10.H.T",26.6839359798846,0.221738277458781,0.349802405725918,0.585666666666667
"S10_H_T_11","M1_95","M1","SS","AC10","H","Heat","T","Transplant","M1.SS.AC10.H.T",32.9412643044256,0.270268922216319,0.0420475664564554,0.577666666666667
"S10_H_T_12","M1_66","M1","SS","AC10","H","Heat","T","Transplant","M1.SS.AC10.H.T",18.9593720482097,0.23586523094202,0.399554899853095,0.556666666666667
"S10_H_T_13","M4_12","M4","SS","AC10","H","Heat","T","Transplant","M4.SS.AC10.H.T",119.939705009769,0.370528953107844,0.253201723295271,0.549666666666667
"S10_H_T_14","M4_85","M4","SS","AC10","H","Heat","T","Transplant","M4.SS.AC10.H.T",50.634399566921,0.32452476591431,0.672961786679522,0.564666666666667
"S10_H_T_15","M4_90","M4","SS","AC10","H","Heat","T","Transplant","M4.SS.AC10.H.T",47.0526185259768,0.299784378465835,0.140236998634987,0.569333333333333
"S10_H_T_16","M4_69","M4","SS","AC10","H","Heat","T","Transplant","M4.SS.AC10.H.T",28.6258654599145,0.212359925857236,0.338961699292112,0.579666666666667
"S10_H_T_17","M8_30","M8","SS","AC10","H","Heat","T","Transplant","M8.SS.AC10.H.T",21.4623033780261,1.04334685202489,0.58323469664565,0.601333333333333
"S10_H_T_18","M8_53","M8","SS","AC10","H","Heat","T","Transplant","M8.SS.AC10.H.T",40.4500582938749,0.733177352952232,0.794090079342701,0.573666666666667
"S10_H_T_19","M8_89","M8","SS","AC10","H","Heat","T","Transplant","M8.SS.AC10.H.T",30.3088710092739,0.376908793353094,0.546754776676751,0.555333333333333
"S10_H_T_20","M8_20","M8","SS","AC10","H","Heat","T","Transplant","M8.SS.AC10.H.T",24.3104666154035,0.502928506477939,1.15167382193562,0.568
"S10_H_T_21","M12_48","M12","SS","AC10","H","Heat","T","Transplant","M12.SS.AC10.H.T",59.5241211866138,0.324019903452811,0.601506738549748,0.572
"S10_H_T_22","M12_31","M12","SS","AC10","H","Heat","T","Transplant","M12.SS.AC10.H.T",49.4260878904579,0.0249039873314413,0.0498068956105924,0.542
"S10_H_T_23","M12_38","M12","SS","AC10","H","Heat","T","Transplant","M12.SS.AC10.H.T",40.0616723978689,0.15486580968755,0.312605322005134,0.521333333333333
"S10_H_T_24","M12_82","M12","SS","AC10","H","Heat","T","Transplant","M12.SS.AC10.H.T",23.5336948233915,0.0866700567834052,0.14085650489124,0.477
"S10_H_T_5","W2_67","W2","SS","AC10","H","Heat","T","Transplant","W2.SS.AC10.H.T",17.1900585219602,0.0975428131628876,0.375422805673154,0.594666666666667
"S10_H_T_6","W2_84","W2","SS","AC10","H","Heat","T","Transplant","W2.SS.AC10.H.T",21.3328414126908,0.0846930154176201,0.3623519178932,0.61
"S10_H_T_7","W2_20","W2","SS","AC10","H","Heat","T","Transplant","W2.SS.AC10.H.T",39.3712085827471,0.20915791758571,0.871609260555892,0.568
"S10_H_T_8","W2_14","W2","SS","AC10","H","Heat","T","Transplant","W2.SS.AC10.H.T",20.7718395629044,0.22702322467489,0.658009703888205,0.588666666666667
"S10_H_T_9","M1_11","M1","SS","AC10","H","Heat","T","Transplant","M1.SS.AC10.H.T",20.2971456900082,0.229125319935472,0.42268184556725,0.624333333333333
"S12_C_N_10","M1_46","M1","SS","AC12","C","Control","N","Native","M1.SS.AC12.C.N",36.9545852298209,1.76772200058731,1.02121941743636,0.655333333333333
"S12_C_N_11","M1_5","M1","SS","AC12","C","Control","N","Native","M1.SS.AC12.C.N",36.9114312413758,1.93416865540845,0.28967828232069,0.659333333333333
"S12_C_N_12","M1_74","M1","SS","AC12","C","Control","N","Native","M1.SS.AC12.C.N",55.2518763305479,1.43451110195472,0.686323768864195,0.656666666666667
"S12_C_N_13","M4_78","M4","SS","AC12","C","Control","N","Native","M4.SS.AC12.C.N",25.3893163265312,1.83381227762115,0.597094297657726,0.649333333333333
