TimeP,ID,Memory,MeasureT,Tank
M4,K10_C_T_15,1912,T1,C2
M4,K10_C_N_15,1913,T1,C2
M4,S12_C_N_15,1915,T1,C2
M4,S12_C_T_15,1916,T1,C2
M4,S12_C_N_16,1917,T1,C2
M4,S12_C_T_16,1918,T1,C2
M4,K12_C_N_15,1920,T1,C2
M4,K12_C_T_15,1921,T1,C2
M4,K12_C_N_16,1922,T1,C2
M4,K12_C_T_16,1923,T1,C2
M4,S8_H_N_15,1927,T2,H2
M4,S8_H_T_15,1928,T2,H2
M4,S8_H_N_16,1929,T2,H2
M4,S8_H_T_16,1930,T2,H2
M4,K8_H_N_15,1932,T2,H2
M4,K8_H_T_15,1933,T2,H2
M4,K8_H_N_16,1934,T2,H2
M4,K8_H_T_16,1935,T2,H2
M4,S10_H_N_15,1937,T2,H2
M4,S10_H_T_15,1938,T2,H2
M4,S10_H_N_16,1939,T2,H2
M4,S10_H_T_16,1940,T2,H2
M4,K10_H_N_15,1942,T2,H2
M4,K10_H_T_15,1943,T2,H2
M4,K10_H_N_16,1944,T2,H2
M4,K10_H_T_16,1945,T2,H2
M4,S12_H_T_16,1947,T2,H2
M4,S12_H_N_16,1948,T2,H2
M4,S12_H_T_15,1949,T2,H2
M4,S12_H_N_15,1950,T2,H2
M4,K12_H_N_15,1952,T2,H2
M4,K12_H_T_15,1953,T2,H2
M4,K12_H_N_16,1954,T2,H2
M4,K12_H_T_16,1955,T2,H2
M4,S8_H_N_13,1958,T2,H1
M4,S8_H_T_13,1959,T2,H1
M4,S8_H_N_14,1960,T2,H1
M4,S8_H_T_14,1961,T2,H1
M4,K8_H_T_14,1963,T2,H1
M4,K8_H_N_14,1964,T2,H1
M4,K8_H_T_13,1965,T2,H1
M4,K8_H_N_13,1966,T2,H1
M4,S10_H_N_13,1968,T2,H1
M4,S10_H_T_13,1969,T2,H1
M4,S10_H_N_14,1971,T2,H1
M4,S10_H_T_14,1972,T2,H1
M4,K10_H_N_13,1974,T2,H1
M4,K10_H_T_13,1975,T2,H1
M4,K10_H_N_14,1976,T2,H1
M4,K10_H_T_14,1977,T2,H1
M4,S12_H_T_14,1979,T2,H1
M4,S12_H_N_14,1980,T2,H1
M4,S12_H_T_13,1981,T2,H1
M4,S12_H_N_13,1982,T2,H1
M4,K12_H_T_14,1984,T2,H1
M4,K12_H_N_14,1985,T2,H1
M4,K12_H_T_13,1986,T2,H1
M4,K12_H_N_13,1987,T2,H1
M4,S8_C_N_13,1991,T2,C1
M4,S8_C_T_13,1992,T2,C1
M4,S8_C_N_14,1993,T2,C1
M4,S8_C_T_14,1994,T2,C1
M4,K8_C_N_13,1996,T2,C1
M4,K8_C_T_13,1997,T2,C1
M4,K8_C_N_14,1998,T2,C1
M4,K8_C_T_14,1999,T2,C1
M4,S10_C_T_14,2001,T2,C1
M4,S10_C_N_14,2002,T2,C1
M4,S10_C_T_13,2003,T2,C1
M4,S10_C_N_13,2004,T2,C1
M4,K10_C_T_14,2006,T2,C1
M4,K10_C_N_14,2007,T2,C1
M4,K10_C_T_13,2008,T2,C1
M4,K10_C_N_13,2009,T2,C1
M4,S12_C_N_13,2011,T2,C1
M4,S12_C_T_13,2012,T2,C1
M4,S12_C_N_14,2013,T2,C1
M4,S12_C_T_14,2014,T2,C1
M4,K12_C_N_13,2016,T2,C1
M4,K12_C_T_13,2017,T2,C1
M4,K12_C_N_14,2019,T2,C1
M4,K12_C_T_14,2020,T2,C1
M4,S8_C_N_15,2023,T2,C2
M4,S8_C_T_15,2024,T2,C2
M4,S8_C_N_16,2025,T2,C2
M4,S8_C_T_16,2026,T2,C2
M4,K8_C_N_15,2028,T2,C2
M4,K8_C_T_15,2029,T2,C2
M4,K8_C_N_16,2030,T2,C2
M4,K8_C_T_16,2031,T2,C2
M4,S10_C_N_15,2033,T2,C2
M4,S10_C_T_15,2034,T2,C2
M4,S10_C_N_16,2035,T2,C2
M4,S10_C_T_16,2036,T2,C2
M4,K10_C_T_16,2038,T2,C2
M4,K10_C_N_16,2039,T2,C2
M4,K10_C_T_15,2040,T2,C2
M4,K10_C_N_15,2041,T2,C2
M4,S12_C_N_15,2043,T2,C2
M4,S12_C_T_15,2044,T2,C2
M4,S12_C_N_16,2045,T2,C2
M4,S12_C_T_16,2046,T2,C2
M4,K12_C_N_15,2048,T2,C2
M4,K12_C_T_15,2049,T2,C2
M4,K12_C_N_16,2050,T2,C2
M4,K12_C_T_16,2051,T2,C2
M4,S8_H_N_15,2055,T3,H2
M4,S8_H_T_15,2056,T3,H2
M4,S8_H_N_16,2057,T3,H2
M4,S8_H_T_16,2058,T3,H2
M4,K8_H_N_15,2060,T3,H2
M4,K8_H_T_15,2061,T3,H2
M4,K8_H_N_16,2062,T3,H2
M4,K8_H_T_16,2063,T3,H2
M4,S10_H_N_15,2066,T3,H2
M4,S10_H_T_15,2067,T3,H2
M4,S10_H_N_16,2068,T3,H2
M4,S10_H_T_16,2069,T3,H2
M4,K10_H_N_15,2071,T3,H2
M4,K10_H_T_15,2072,T3,H2
M4,K10_H_N_16,2073,T3,H2
M4,K10_H_T_16,2074,T3,H2
M4,S12_H_T_16,2076,T3,H2
M4,S12_H_N_16,2077,T3,H2
M4,S12_H_T_15,2078,T3,H2
M4,S12_H_N_15,2079,T3,H2
M4,K12_H_N_15,2081,T3,H2
M4,K12_H_T_15,2082,T3,H2
M4,K12_H_N_16,2083,T3,H2
M4,K12_H_T_16,2084,T3,H2
M4,S8_H_N_13,2087,T3,H1
M4,S8_H_T_13,2088,T3,H1
M4,S8_H_N_14,2089,T3,H1
M4,S8_H_T_14,2090,T3,H1
M4,K8_H_T_14,2092,T3,H1
M4,K8_H_N_14,2093,T3,H1
M4,K8_H_T_13,2094,T3,H1
M4,K8_H_N_13,2095,T3,H1
M4,S10_H_N_13,2097,T3,H1
M4,S10_H_T_13,2098,T3,H1
M4,S10_H_N_14,2099,T3,H1
M4,S10_H_T_14,2100,T3,H1
M4,K10_H_N_13,2102,T3,H1
M4,K10_H_T_13,2103,T3,H1
M4,K10_H_N_14,2104,T3,H1
M4,K10_H_T_14,2105,T3,H1
M4,S12_H_T_14,2107,T3,H1
M4,S12_H_N_14,2108,T3,H1
M4,S12_H_T_13,2109,T3,H1
M4,S12_H_N_13,2110,T3,H1
M4,K12_H_T_14,2112,T3,H1
M4,K12_H_N_14,2113,T3,H1
M4,K12_H_T_13,2114,T3,H1
M4,K12_H_N_13,2115,T3,H1
M4,S8_C_N_13,2118,T3,C1
M4,S8_C_T_13,2119,T3,C1
M4,S8_C_N_14,2120,T3,C1
M4,S8_C_T_14,2121,T3,C1
M4,K8_C_N_13,2123,T3,C1
M4,K8_C_T_13,2124,T3,C1
M4,K8_C_N_14,2125,T3,C1
M4,K8_C_T_14,2126,T3,C1
M4,S10_C_T_14,2128,T3,C1
M4,S10_C_N_14,2130,T3,C1
M4,S10_C_T_13,2131,T3,C1
M4,S10_C_N_13,2132,T3,C1
M4,K10_C_T_14,2134,T3,C1
M4,K10_C_N_14,2135,T3,C1
M4,K10_C_T_13,2136,T3,C1
M4,K10_C_N_13,2137,T3,C1
M4,S12_C_N_13,2139,T3,C1
M4,S12_C_T_13,2140,T3,C1
M4,S12_C_N_14,2141,T3,C1
M4,S12_C_T_14,2142,T3,C1
M4,K12_C_N_13,2144,T3,C1
M4,K12_C_T_13,2145,T3,C1
M4,K12_C_N_14,2146,T3,C1
M4,K12_C_T_14,2147,T3,C1
M4,S8_C_N_15,2150,T3,C2
M4,S8_C_T_15,2151,T3,C2
M4,S8_C_N_16,2152,T3,C2
M4,S8_C_T_16,2153,T3,C2
M4,K8_C_N_15,2155,T3,C2
M4,K8_C_T_15,2156,T3,C2
M4,K8_C_N_16,2157,T3,C2
M4,K8_C_T_16,2158,T3,C2
M4,S10_C_N_15,2160,T3,C2
M4,S10_C_T_15,2161,T3,C2
M4,S10_C_N_16,2162,T3,C2
M4,S10_C_T_16,2163,T3,C2
M4,K10_C_T_16,2165,T3,C2
M4,K10_C_N_16,2166,T3,C2
M4,K10_C_T_15,2167,T3,C2
M4,K10_C_N_15,2168,T3,C2
M4,S12_C_N_15,2170,T3,C2
M4,S12_C_T_15,2171,T3,C2
M4,S12_C_N_16,2172,T3,C2
M4,S12_C_T_16,2173,T3,C2
M4,K12_C_N_15,2175,T3,C2
M4,K12_C_T_15,2176,T3,C2
M4,K12_C_N_16,2177,T3,C2
M4,K12_C_T_16,2178,T3,C2
M8,S8_H_N_17,3815,T1,H1
M8,S8_H_T_17,3816,T1,H1
M8,S8_H_N_18,3818,T1,H1
M8,S8_H_T_18,3822,T1,H1
M8,K8_H_N_17,3833,T1,H1
M8,K8_H_T_17,3834,T1,H1
M8,K8_H_N_18,3835,T1,H1
M8,K8_H_T_18,3836,T1,H1
M8,S10_H_N_17,3838,T1,H1
M8,S10_H_T_17,3839,T1,H1
M8,S10_H_N_18,3840,T1,H1
M8,S10_H_T_18,3841,T1,H1
M8,K10_H_N_17,3843,T1,H1
M8,K10_H_T_17,3844,T1,H1
M8,K10_H_N_18,3845,T1,H1
M8,K10_H_T_18,3846,T1,H1
M8,S12_H_N_17,3848,T1,H1
M8,S12_H_T_17,3849,T1,H1
M8,S12_H_N_18,3850,T1,H1
M8,S12_H_T_18,3851,T1,H1
M8,K12_H_N_17,3853,T1,H1
M8,K12_H_T_17,3855,T1,H1
M8,K12_H_N_18,3856,T1,H1
M8,K12_H_T_18,3857,T1,H1
M8,S8_H_N_19,3860,T1,H2
M8,S8_H_T_19,3861,T1,H2
M8,S8_H_N_20,3862,T1,H2
M8,S8_H_T_20,3863,T1,H2
M8,K8_H_N_19,3865,T1,H2
M8,K8_H_T_19,3866,T1,H2
M8,K8_H_N_20,3867,T1,H2
M8,K8_H_T_20,3868,T1,H2
M8,S10_H_N_19,3870,T1,H2
M8,S10_H_T_19,3871,T1,H2
M8,S10_H_N_20,3874,T1,H2
M8,S10_H_T_20,3873,T1,H2
M8,K10_H_N_19,3876,T1,H2
M8,K10_H_T_19,3877,T1,H2
M8,K10_H_N_20,3878,T1,H2
M8,K10_H_T_20,3879,T1,H2
M8,S12_H_N_19,3881,T1,H2
M8,S12_H_T_19,3882,T1,H2
M8,S12_H_N_20,3883,T1,H2
M8,S12_H_T_20,3884,T1,H2
M8,K12_H_N_19,3886,T1,H2
M8,K12_H_T_19,3887,T1,H2
M8,K12_H_N_20,3888,T1,H2
M8,K12_H_T_20,3889,T1,H2
M8,S8_C_N_17,3892,T1,C1
M8,S8_C_T_17,3893,T1,C1
M8,S8_C_N_18,3894,T1,C1
M8,S8_C_T_18,3895,T1,C1
M8,K8_C_N_17,3897,T1,C1
M8,K8_C_T_17,3898,T1,C1
M8,K8_C_N_18,3899,T1,C1
M8,K8_C_T_18,3900,T1,C1
M8,S10_C_N_17,3902,T1,C1
M8,S10_C_T_17,3903,T1,C1
M8,S10_C_N_18,3904,T1,C1
M8,S10_C_T_18,3905,T1,C1
M8,K10_C_N_17,3907,T1,C1
M8,K10_C_T_17,3908,T1,C1
M8,K10_C_N_18,3909,T1,C1
M8,K10_C_T_18,3910,T1,C1
M8,S12_C_N_17,3912,T1,C1
M8,S12_C_T_17,3913,T1,C1
M8,S12_C_N_18,3914,T1,C1
M8,S12_C_T_18,3915,T1,C1
M8,K12_C_N_17,3917,T1,C1
M8,K12_C_T_17,3918,T1,C1
M8,K12_C_N_18,3919,T1,C1
M8,K12_C_T_18,3920,T1,C1
M8,S8_C_N_19,3923,T1,C2
M8,S8_C_T_19,3924,T1,C2
M8,S8_C_N_20,3925,T1,C2
M8,S8_C_T_20,3926,T1,C2
M8,K8_C_N_19,3928,T1,C2
M8,K8_C_T_19,3929,T1,C2
M8,K8_C_N_20,3930,T1,C2
M8,K8_C_T_20,3931,T1,C2
M8,S10_C_N_19,3933,T1,C2
M8,S10_C_T_19,3934,T1,C2
M8,S10_C_N_20,3935,T1,C2
M8,S10_C_T_20,3936,T1,C2
M8,K10_C_N_19,3938,T1,C2
M8,K10_C_T_19,3939,T1,C2
M8,K10_C_N_20,3940,T1,C2
M8,K10_C_T_20,3941,T1,C2
M8,S12_C_N_19,3943,T1,C2
M8,S12_C_T_19,3944,T1,C2
M8,S12_C_N_20,3945,T1,C2
M8,S12_C_T_20,3946,T1,C2
M8,K12_C_N_19,3948,T1,C2
M8,K12_C_T_19,3949,T1,C2
M8,K12_C_N_20,3950,T1,C2
M8,K12_C_T_20,3951,T1,C2
M8,S8_H_N_17,3955,T2,H1
M8,S8_H_T_17,3956,T2,H1
M8,S8_H_N_18,3957,T2,H1
M8,S8_H_T_18,3958,T2,H1
M8,K8_H_N_17,3960,T2,H1
M8,K8_H_T_17,3961,T2,H1
M8,K8_H_N_18,3962,T2,H1
M8,K8_H_T_18,3963,T2,H1
M8,S10_H_N_17,3965,T2,H1
M8,S10_H_T_17,3966,T2,H1
M8,S10_H_N_18,3967,T2,H1
M8,S10_H_T_18,3968,T2,H1
M8,K10_H_N_17,3970,T2,H1
M8,K10_H_T_17,3971,T2,H1
M8,K10_H_N_18,3972,T2,H1
M8,K10_H_T_18,3973,T2,H1
M8,S12_H_N_17,3975,T2,H1
M8,S12_H_T_17,3976,T2,H1
M8,S12_H_N_18,3977,T2,H1
M8,S12_H_T_18,3978,T2,H1
M8,K12_H_N_17,3980,T2,H1
M8,K12_H_T_17,3981,T2,H1
M8,K12_H_N_18,3982,T2,H1
M8,K12_H_T_18,3983,T2,H1
M8,S8_H_N_19,3986,T2,H2
M8,S8_H_T_19,3987,T2,H2
M8,S8_H_N_20,3988,T2,H2
M8,S8_H_T_20,3989,T2,H2
M8,K8_H_N_19,3992,T2,H2
M8,K8_H_T_19,3993,T2,H2
M8,K8_H_N_20,3994,T2,H2
M8,K8_H_T_20,3995,T2,H2
M8,S10_H_N_19,3997,T2,H2
M8,S10_H_T_19,3998,T2,H2
M8,S10_H_N_20,3999,T2,H2
M8,S10_H_T_20,4000,T2,H2
M8,K10_H_N_19,2,T2,H2
M8,K10_H_T_19,3,T2,H2
M8,K10_H_N_20,4,T2,H2
M8,K10_H_T_20,5,T2,H2
M8,S12_H_N_19,7,T2,H2
M8,S12_H_T_19,8,T2,H2
M8,S12_H_N_20,9,T2,H2
M8,S12_H_T_20,10,T2,H2
M8,K12_H_N_19,12,T2,H2
M8,K12_H_T_19,13,T2,H2
M8,K12_H_N_20,14,T2,H2
M8,K12_H_T_20,15,T2,H2
M8,S8_C_N_17,18,T2,C1
M8,S8_C_T_17,19,T2,C1
M8,S8_C_N_18,20,T2,C1
M8,S8_C_T_18,21,T2,C1
M8,K8_C_N_17,23,T2,C1
M8,K8_C_T_17,24,T2,C1
M8,K8_C_N_18,25,T2,C1
M8,K8_C_T_18,26,T2,C1
M8,S10_C_N_17,28,T2,C1
M8,S10_C_T_17,29,T2,C1
M8,S10_C_N_18,30,T2,C1
M8,S10_C_T_18,31,T2,C1
M8,K10_C_N_17,33,T2,C1
M8,K10_C_T_17,34,T2,C1
M8,K10_C_N_18,35,T2,C1
M8,K10_C_T_18,36,T2,C1
M8,S12_C_N_17,38,T2,C1
M8,S12_C_T_17,39,T2,C1
M8,S12_C_N_18,40,T2,C1
M8,S12_C_T_18,41,T2,C1
M8,K12_C_N_17,43,T2,C1
M8,K12_C_T_17,44,T2,C1
M8,K12_C_N_18,45,T2,C1
M8,K12_C_T_18,46,T2,C1
M8,S8_C_N_19,49,T2,C2
M8,S8_C_T_19,50,T2,C2
M8,S8_C_N_20,51,T2,C2
M8,S8_C_T_20,52,T2,C2
M8,K8_C_N_19,54,T2,C2
M8,K8_C_T_19,55,T2,C2
M8,K8_C_N_20,56,T2,C2
M8,K8_C_T_20,57,T2,C2
M8,S10_C_N_19,59,T2,C2
M8,S10_C_T_19,60,T2,C2
M8,S10_C_N_20,61,T2,C2
M8,S10_C_T_20,62,T2,C2
M8,K10_C_N_19,64,T2,C2
M8,K10_C_T_19,65,T2,C2
M8,K10_C_N_20,66,T2,C2
M8,K10_C_T_20,67,T2,C2
M8,S12_C_N_19,69,T2,C2
M8,S12_C_T_19,70,T2,C2
M8,S12_C_N_20,71,T2,C2
M8,S12_C_T_20,73,T2,C2
M8,K12_C_N_19,75,T2,C2
M8,K12_C_T_19,76,T2,C2
M8,K12_C_N_20,77,T2,C2
M8,K12_C_T_20,78,T2,C2
M8,S8_H_N_17,82,T3,H1
M8,S8_H_T_17,83,T3,H1
M8,S8_H_N_18,84,T3,H1
M8,S8_H_T_18,85,T3,H1
M8,K8_H_N_17,87,T3,H1
M8,K8_H_T_17,88,T3,H1
M8,K8_H_N_18,89,T3,H1
M8,K8_H_T_18,90,T3,H1
M8,S10_H_N_17,92,T3,H1
M8,S10_H_T_17,93,T3,H1
M8,S10_H_N_18,94,T3,H1
M8,S10_H_T_18,95,T3,H1
M8,K10_H_N_17,97,T3,H1
M8,K10_H_T_17,98,T3,H1
M8,K10_H_N_18,99,T3,H1
M8,K10_H_T_18,100,T3,H1
M8,S12_H_N_17,102,T3,H1
M8,S12_H_T_17,103,T3,H1
M8,S12_H_N_18,104,T3,H1
M8,S12_H_T_18,105,T3,H1
M8,K12_H_N_17,107,T3,H1
M8,K12_H_T_17,108,T3,H1
M8,K12_H_N_18,109,T3,H1
M8,K12_H_T_18,110,T3,H1
M8,S8_H_N_19,113,T3,H2
M8,S8_H_T_19,114,T3,H2
M8,S8_H_N_20,115,T3,H2
M8,S8_H_T_20,116,T3,H2
M8,K8_H_N_19,118,T3,H2
M8,K8_H_T_19,119,T3,H2
M8,K8_H_N_20,120,T3,H2
M8,K8_H_T_20,121,T3,H2
M8,S10_H_N_19,123,T3,H2
M8,S10_H_T_19,124,T3,H2
M8,S10_H_N_20,125,T3,H2
M8,S10_H_T_20,126,T3,H2
M8,K10_H_N_19,128,T3,H2
M8,K10_H_T_19,131,T3,H2
M8,K10_H_N_20,130,T3,H2
M8,K10_H_T_20,132,T3,H2
M8,S12_H_N_19,134,T3,H2
M8,S12_H_T_19,136,T3,H2
M8,S12_H_N_20,137,T3,H2
M8,S12_H_T_20,138,T3,H2
M8,K12_H_N_19,140,T3,H2
M8,K12_H_T_19,141,T3,H2
M8,K12_H_N_20,143,T3,H2
M8,K12_H_T_20,144,T3,H2
M8,S8_C_N_17,147,T3,C1
M8,S8_C_T_17,148,T3,C1
M8,S8_C_N_18,149,T3,C1
M8,S8_C_T_18,150,T3,C1
M8,K8_C_N_17,153,T3,C1
M8,K8_C_T_17,154,T3,C1
M8,K8_C_N_18,155,T3,C1
M8,K8_C_T_18,156,T3,C1
M8,S10_C_N_17,158,T3,C1
M8,S10_C_T_17,159,T3,C1
M8,S10_C_N_18,160,T3,C1
M8,S10_C_T_18,161,T3,C1
M8,K10_C_N_17,163,T3,C1
M8,K10_C_T_17,164,T3,C1
M8,K10_C_N_18,165,T3,C1
M8,K10_C_T_18,166,T3,C1
M8,S12_C_N_17,168,T3,C1
M8,S12_C_T_17,169,T3,C1
M8,S12_C_N_18,170,T3,C1
M8,S12_C_T_18,171,T3,C1
M8,K12_C_N_17,173,T3,C1
M8,K12_C_T_17,174,T3,C1
M8,K12_C_N_18,175,T3,C1
M8,K12_C_T_18,176,T3,C1
M8,S8_C_N_19,179,T3,C2
M8,S8_C_T_19,180,T3,C2
M8,S8_C_N_20,181,T3,C2
M8,S8_C_T_20,182,T3,C2
M8,K8_C_N_19,184,T3,C2
M8,K8_C_T_19,185,T3,C2
M8,K8_C_N_20,186,T3,C2
M8,K8_C_T_20,187,T3,C2
M8,S10_C_N_19,189,T3,C2
M8,S10_C_T_19,190,T3,C2
M8,S10_C_N_20,191,T3,C2
M8,S10_C_T_20,192,T3,C2
M8,K10_C_N_19,194,T3,C2
M8,K10_C_T_19,195,T3,C2
M8,K10_C_N_20,196,T3,C2
M8,K10_C_T_20,197,T3,C2
M8,S12_C_N_19,199,T3,C2
M8,S12_C_T_19,200,T3,C2
M8,S12_C_N_20,201,T3,C2
M8,S12_C_T_20,202,T3,C2
M8,K12_C_N_19,204,T3,C2
M8,K12_C_T_19,205,T3,C2
M8,K12_C_N_20,206,T3,C2
M8,K12_C_T_20,207,T3,C2
M12,S8_H_N_21,11352,T1,H1
M12,S8_H_T_21,11353,T1,H1
M12,S8_H_N_22,11354,T1,H1
M12,S8_H_T_22,11355,T1,H1
M12,K8_H_N_21,11357,T1,H1
M12,K8_H_T_21,11358,T1,H1
M12,K8_H_N_22,11359,T1,H1
M12,K8_H_T_22,11360,T1,H1
M12,S10_H_T_22,11362,T1,H1
M12,S10_H_N_22,11363,T1,H1
M12,S10_H_T_21,11364,T1,H1
M12,S10_H_N_21,11365,T1,H1
M12,K10_H_T_22,11367,T1,H1
M12,K10_H_N_22,11368,T1,H1
M12,K10_H_T_21,11369,T1,H1
M12,K10_H_N_21,11370,T1,H1
M12,S12_H_N_21,11372,T1,H1
M12,S12_H_T_21,11373,T1,H1
M12,S12_H_N_22,11374,T1,H1
M12,S12_H_T_22,11375,T1,H1
M12,K12_H_N_21,11377,T1,H1
M12,K12_H_T_21,11378,T1,H1
M12,K12_H_N_22,11380,T1,H1
M12,K12_H_T_22,11382,T1,H1
M12,S8_H_T_24,11385,T1,H2
M12,S8_H_N_24,11386,T1,H2
M12,S8_H_T_23,11387,T1,H2
M12,S8_H_N_23,11388,T1,H2
M12,K8_H_N_23,11390,T1,H2
M12,K8_H_T_23,11391,T1,H2
M12,K8_H_N_24,11392,T1,H2
M12,K8_H_T_24,11393,T1,H2
M12,S10_H_N_23,11395,T1,H2
M12,S10_H_T_23,11396,T1,H2
M12,S10_H_N_24,11397,T1,H2
M12,S10_H_T_24,11398,T1,H2
M12,K10_H_T_24,11400,T1,H2
M12,K10_H_N_24,11401,T1,H2
M12,K10_H_T_23,11402,T1,H2
M12,K10_H_N_23,11403,T1,H2
M12,S12_H_N_23,11407,T1,H2
M12,S12_H_T_23,11408,T1,H2
M12,S12_H_N_24,11409,T1,H2
M12,S12_H_T_24,11410,T1,H2
M12,K12_H_N_23,11412,T1,H2
M12,K12_H_T_23,11413,T1,H2
M12,K12_H_N_24,11414,T1,H2
M12,K12_H_T_24,11415,T1,H2
M12,S8_C_T_22,11418,T1,C1
M12,S8_C_N_22,11419,T1,C1
M12,S8_C_T_21,11420,T1,C1
M12,S8_C_N_21,11421,T1,C1
M12,K8_C_T_22,11423,T1,C1
M12,K8_C_N_22,11424,T1,C1
M12,K8_C_T_21,11425,T1,C1
M12,K8_C_N_21,11426,T1,C1
M12,S10_C_T_22,11428,T1,C1
M12,S10_C_N_22,11429,T1,C1
M12,S10_C_T_21,11430,T1,C1
M12,S10_C_N_21,11431,T1,C1
M12,K10_C_N_21,11433,T1,C1
M12,K10_C_T_21,11434,T1,C1
M12,K10_C_N_22,11435,T1,C1
M12,K10_C_T_22,11436,T1,C1
M12,S12_C_T_22,11438,T1,C1
M12,S12_C_N_22,11439,T1,C1
M12,S12_C_T_21,11440,T1,C1
M12,S12_C_N_21,11441,T1,C1
M12,K12_C_T_22,11443,T1,C1
M12,K12_C_N_22,11444,T1,C1
M12,K12_C_T_21,11445,T1,C1
M12,K12_C_N_21,11446,T1,C1
M12,S8_C_T_24,11449,T1,C2
M12,S8_C_N_24,11450,T1,C2
M12,S8_C_T_23,11451,T1,C2
M12,S8_C_N_23,11452,T1,C2
M12,K8_C_N_23,11454,T1,C2
M12,K8_C_T_23,11455,T1,C2
M12,K8_C_N_24,11456,T1,C2
M12,K8_C_T_24,11457,T1,C2
M12,S10_C_N_23,11459,T1,C2
M12,S10_C_T_23,11460,T1,C2
M12,S10_C_N_24,11461,T1,C2
M12,S10_C_T_24,11462,T1,C2
M12,K10_C_N_23,11464,T1,C2
M12,K10_C_T_23,11465,T1,C2
M12,K10_C_N_24,11466,T1,C2
M12,K10_C_T_24,11467,T1,C2
M12,S12_C_T_24,11469,T1,C2
M12,S12_C_N_24,11470,T1,C2
M12,S12_C_T_23,11471,T1,C2
M12,S12_C_N_23,11472,T1,C2
M12,K12_C_T_24,11474,T1,C2
M12,K12_C_N_24,11475,T1,C2
M12,K12_C_T_23,11476,T1,C2
M12,K12_C_N_23,11477,T1,C2
M12,S8_H_N_21,11481,T2,H1
M12,S8_H_T_21,11482,T2,H1
M12,S8_H_N_22,11483,T2,H1
M12,S8_H_T_22,11484,T2,H1
M12,K8_H_N_21,11486,T2,H1
M12,K8_H_T_21,11487,T2,H1
M12,K8_H_N_22,11488,T2,H1
M12,K8_H_T_22,11490,T2,H1
M12,S10_H_T_22,11492,T2,H1
M12,S10_H_N_22,11493,T2,H1
M12,S10_H_T_21,11494,T2,H1
M12,S10_H_N_21,11495,T2,H1
M12,K10_H_T_22,11497,T2,H1
M12,K10_H_N_22,11498,T2,H1
M12,K10_H_T_21,11499,T2,H1
M12,K10_H_N_21,11500,T2,H1
M12,S12_H_N_21,11502,T2,H1
M12,S12_H_T_21,11503,T2,H1
M12,S12_H_N_22,11504,T2,H1
M12,S12_H_T_22,11505,T2,H1
M12,K12_H_N_21,11507,T2,H1
M12,K12_H_T_21,11508,T2,H1
M12,K12_H_N_22,11509,T2,H1
M12,K12_H_T_22,11510,T2,H1
M12,S8_H_T_24,11513,T2,H2
M12,S8_H_N_24,11514,T2,H2
M12,S8_H_T_23,11515,T2,H2
M12,S8_H_N_23,11516,T2,H2
M12,K8_H_N_23,11521,T2,H2
M12,K8_H_T_23,11522,T2,H2
M12,K8_H_N_24,11523,T2,H2
M12,K8_H_T_24,11524,T2,H2
M12,S10_H_N_23,11526,T2,H2
M12,S10_H_T_23,11527,T2,H2
M12,S10_H_N_24,11528,T2,H2
M12,S10_H_T_24,11529,T2,H2
M12,K10_H_T_24,11531,T2,H2
M12,K10_H_N_24,11532,T2,H2
M12,K10_H_T_23,11533,T2,H2
M12,K10_H_N_23,11534,T2,H2
M12,S12_H_N_23,11537,T2,H2
M12,S12_H_T_23,11538,T2,H2
M12,S12_H_N_24,11539,T2,H2
M12,S12_H_T_24,11540,T2,H2
M12,K12_H_N_23,11542,T2,H2
M12,K12_H_T_23,11543,T2,H2
M12,K12_H_N_24,11544,T2,H2
M12,K12_H_T_24,11545,T2,H2
M12,S8_C_T_22,11548,T2,C1
M12,S8_C_N_22,11549,T2,C1
M12,S8_C_T_21,11550,T2,C1
M12,S8_C_N_21,11551,T2,C1
M12,K8_C_T_22,11553,T2,C1
M12,K8_C_N_22,11554,T2,C1
M12,K8_C_T_21,11555,T2,C1
M12,K8_C_N_21,11556,T2,C1
M12,S10_C_T_22,11558,T2,C1
M12,S10_C_N_22,11559,T2,C1
M12,S10_C_T_21,11560,T2,C1
M12,S10_C_N_21,11561,T2,C1
M12,K10_C_N_21,11563,T2,C1
M12,K10_C_T_21,11564,T2,C1
M12,K10_C_N_22,11565,T2,C1
M12,K10_C_T_22,11566,T2,C1
M12,S12_C_T_22,11568,T2,C1
M12,S12_C_N_22,11569,T2,C1
M12,S12_C_T_21,11570,T2,C1
M12,S12_C_N_21,11571,T2,C1
M12,K12_C_T_22,11573,T2,C1
M12,K12_C_N_22,11574,T2,C1
M12,K12_C_T_21,11575,T2,C1
M12,K12_C_N_21,11576,T2,C1
M12,S8_C_T_24,11579,T2,C2
M12,S8_C_N_24,11580,T2,C2
M12,S8_C_T_23,11581,T2,C2
M12,S8_C_N_23,11582,T2,C2
M12,K8_C_N_23,11584,T2,C2
M12,K8_C_T_23,11585,T2,C2
M12,K8_C_N_24,11586,T2,C2
M12,K8_C_T_24,11587,T2,C2
M12,S10_C_N_23,11589,T2,C2
M12,S10_C_T_23,11590,T2,C2
M12,S10_C_N_24,11591,T2,C2
M12,S10_C_T_24,11592,T2,C2
M12,K10_C_N_23,11594,T2,C2
M12,K10_C_T_23,11595,T2,C2
M12,K10_C_N_24,11596,T2,C2
