Date,Time,Memory,Fo,Fm,Fv_Fm
12/9/2021,21:05:45,1950,199,529,0.624
12/9/2021,21:06:02,1951,7,9,NA
12/9/2021,21:06:16,1952,374,843,0.556
12/9/2021,21:06:32,1953,327,773,0.577
12/9/2021,21:06:43,1954,316,716,0.559
12/9/2021,21:07:03,1955,191,479,0.601
12/9/2021,21:07:15,1956,6,7,NA
12/9/2021,21:07:18,1957,10,8,NA
12/9/2021,21:08:23,1958,433,985,0.56
12/9/2021,21:08:40,1959,178,418,0.574
12/9/2021,21:08:52,1960,319,704,0.547
12/9/2021,21:09:03,1961,296,675,0.561
12/9/2021,21:09:12,1962,5,7,NA
12/9/2021,21:09:27,1963,276,640,0.569
12/9/2021,21:09:49,1965,324,782,0.586
12/9/2021,21:09:59,1966,258,550,0.531
12/9/2021,21:10:09,1967,7,8,NA
12/9/2021,21:10:28,1968,178,436,0.592
12/9/2021,21:10:41,1969,347,825,0.579
12/9/2021,21:10:53,1970,116,262,0.557
12/9/2021,21:11:00,1971,330,856,0.614
12/9/2021,21:12:35,1972,239,609,0.608
12/9/2021,21:12:53,1973,2,6,NA
12/9/2021,21:13:15,1974,187,421,0.556
12/9/2021,21:13:29,1975,288,645,0.553
12/9/2021,21:13:43,1976,269,639,0.579
12/9/2021,21:13:55,1977,270,638,0.577
12/9/2021,21:14:06,1978,6,6,NA
12/9/2021,21:14:26,1979,245,482,0.492
12/9/2021,21:14:40,1980,234,522,0.552
12/9/2021,21:14:55,1981,356,696,0.489
12/9/2021,21:15:08,1982,170,422,0.597
12/9/2021,21:15:19,1983,6,6,NA
12/9/2021,21:15:42,1984,328,703,0.533
12/9/2021,21:15:53,1985,422,635,0.335
12/9/2021,21:16:05,1986,364,839,0.566
12/9/2021,21:16:16,1987,383,697,0.451
12/9/2021,21:16:26,1988,0,0,NA
12/9/2021,21:16:29,1989,1,0,NA
12/9/2021,21:18:44,1990,39,80,0.513
12/9/2021,21:18:57,1991,180,436,0.587
12/9/2021,21:19:49,1992,361,978,0.631
12/9/2021,21:20:00,1993,450,1099,0.591
12/9/2021,21:20:11,1994,363,975,0.628
12/9/2021,21:20:24,1995,8,8,NA
12/9/2021,21:20:59,1996,264,637,0.586
12/9/2021,21:21:10,1997,302,682,0.557
12/9/2021,21:21:20,1998,296,646,0.542
12/9/2021,21:21:31,1999,261,646,0.596
12/9/2021,21:21:54,2000,4,8,NA
12/9/2021,21:22:14,2001,171,397,0.569
12/9/2021,21:22:26,2002,409,1126,0.637
12/9/2021,21:22:36,2003,262,689,0.62
12/9/2021,21:22:46,2004,177,444,0.601
12/9/2021,21:22:59,2005,8,7,NA
12/9/2021,21:23:31,2006,249,593,0.58
12/9/2021,21:23:47,2007,203,514,0.605
12/9/2021,21:23:58,2008,314,815,0.615
12/9/2021,21:24:11,2009,240,660,0.636
12/9/2021,21:24:24,2010,6,7,NA
12/9/2021,21:24:43,2011,180,499,0.639
12/9/2021,21:24:55,2012,273,675,0.596
12/9/2021,21:25:10,2013,324,903,0.641
12/9/2021,21:25:28,2014,369,1051,0.649
12/9/2021,21:25:43,2015,8,8,NA
12/9/2021,21:26:06,2016,301,760,0.604
12/9/2021,21:26:17,2017,358,971,0.631
12/9/2021,21:26:34,2018,116,265,0.562
12/9/2021,21:26:45,2019,307,773,0.603
12/9/2021,21:27:03,2020,288,801,0.64
12/9/2021,21:27:14,2021,3,6,NA
12/9/2021,21:27:17,2022,3,5,NA
12/9/2021,21:28:34,2023,428,1165,0.633
12/9/2021,21:28:49,2024,309,756,0.591
12/9/2021,21:29:00,2025,436,1164,0.625
12/9/2021,21:29:11,2026,408,1104,0.63
12/9/2021,21:29:21,2027,4,5,NA
12/9/2021,21:29:42,2028,134,323,0.585
12/9/2021,21:30:02,2029,145,362,0.599
12/9/2021,21:30:14,2030,298,736,0.595
12/9/2021,21:30:26,2031,291,746,0.61
12/9/2021,21:30:37,2032,8,6,NA
12/9/2021,21:31:02,2033,153,371,0.588
12/9/2021,21:31:13,2034,372,963,0.614
12/9/2021,21:31:31,2035,343,951,0.639
12/9/2021,21:31:43,2036,398,1111,0.642
12/9/2021,21:31:56,2037,5,8,NA
12/9/2021,21:32:23,2038,148,375,0.605
12/9/2021,21:32:43,2039,237,610,0.611
12/9/2021,21:32:57,2040,205,471,0.565
12/9/2021,21:33:13,2041,238,641,0.629
12/9/2021,21:33:26,2042,5,5,NA
12/9/2021,21:33:41,2043,513,1348,0.619
12/9/2021,21:34:09,2044,247,639,0.613
12/9/2021,21:34:41,2045,145,400,0.638
12/9/2021,21:35:04,2046,404,1145,0.647
12/9/2021,21:35:18,2047,6,7,NA
12/9/2021,21:35:40,2048,193,551,0.65
12/9/2021,21:35:58,2049,306,793,0.614
12/9/2021,21:36:12,2050,282,738,0.618
12/9/2021,21:36:26,2051,384,1023,0.625
12/9/2021,21:36:34,2052,4,7,NA
12/9/2021,21:36:36,2053,5,8,NA
12/9/2021,21:36:38,2054,7,8,NA
12/9/2021,22:38:06,2055,271,654,0.586
12/9/2021,22:38:22,2056,429,1058,0.595
12/9/2021,22:38:35,2057,217,517,0.58
12/9/2021,22:38:47,2058,159,378,0.579
12/9/2021,22:38:56,2059,4,6,NA
12/9/2021,22:39:13,2060,254,575,0.558
12/9/2021,22:39:24,2061,228,506,0.549
12/9/2021,22:39:34,2062,331,784,0.578
12/9/2021,22:39:45,2063,239,576,0.585
12/9/2021,22:39:54,2064,4,5,NA
12/9/2021,22:40:11,2065,105,259,0.595
12/9/2021,22:40:37,2066,306,767,0.601
12/9/2021,22:40:53,2067,306,709,0.568
12/9/2021,22:41:04,2068,237,520,0.544
12/9/2021,22:41:17,2069,223,541,0.588
12/9/2021,22:41:28,2070,4,4,NA
12/9/2021,22:41:46,2071,160,381,0.58
12/9/2021,22:41:58,2072,243,586,0.585
12/9/2021,22:42:07,2073,243,598,0.594
12/9/2021,22:42:21,2074,182,404,0.55
12/9/2021,22:42:33,2075,3,7,NA
12/9/2021,22:42:56,2076,163,374,0.564
12/9/2021,22:43:09,2077,522,1247,0.581
12/9/2021,22:43:18,2078,518,1166,0.556
12/9/2021,22:43:28,2079,352,989,0.644
12/9/2021,22:43:38,2080,5,7,NA
12/9/2021,22:44:08,2081,402,904,0.555
12/9/2021,22:44:18,2082,281,663,0.576
12/9/2021,22:44:30,2083,384,844,0.545
12/9/2021,22:44:42,2084,302,733,0.588
12/9/2021,22:44:51,2085,7,7,NA
12/9/2021,22:44:53,2086,4,6,NA
12/9/2021,22:46:09,2087,351,787,0.554
12/9/2021,22:46:24,2088,326,738,0.558
12/9/2021,22:46:34,2089,277,584,0.526
12/9/2021,22:46:42,2090,407,957,0.575
12/9/2021,22:46:55,2091,6,6,NA
12/9/2021,22:47:11,2092,166,370,0.551
12/9/2021,22:47:40,2093,218,466,0.532
12/9/2021,22:47:55,2094,424,905,0.531
12/9/2021,22:48:04,2095,310,687,0.549
12/9/2021,22:48:16,2096,6,6,NA
12/9/2021,22:48:40,2097,292,696,0.58
12/9/2021,22:48:51,2098,379,886,0.572
12/9/2021,22:49:03,2099,305,686,0.555
12/9/2021,22:49:16,2100,167,386,0.567
12/9/2021,22:49:27,2101,6,8,NA
12/9/2021,22:49:54,2102,241,526,0.542
12/9/2021,22:50:05,2103,231,534,0.567
12/9/2021,22:50:22,2104,183,373,0.509
12/9/2021,22:50:31,2105,284,670,0.576
12/9/2021,22:50:42,2106,7,7,NA
12/9/2021,22:51:02,2107,459,934,0.509
12/9/2021,22:51:24,2108,351,821,0.572
12/9/2021,22:51:37,2109,368,839,0.561
12/9/2021,22:51:49,2110,309,789,0.608
12/9/2021,22:52:00,2111,5,4,NA
12/9/2021,22:52:16,2112,298,761,0.608
12/9/2021,22:52:29,2113,353,590,0.402
12/9/2021,22:52:50,2114,201,477,0.579
12/9/2021,22:53:00,2115,193,362,0.467
12/9/2021,22:53:22,2116,6,7,NA
12/9/2021,22:53:24,2117,4,7,NA
12/9/2021,22:55:20,2118,455,1133,0.598
12/9/2021,22:55:34,2119,420,1102,0.619
12/9/2021,22:55:46,2120,259,650,0.602
12/9/2021,22:56:01,2121,318,827,0.615
12/9/2021,22:56:12,2122,4,5,NA
12/9/2021,22:56:41,2123,159,384,0.586
12/9/2021,22:56:53,2124,218,525,0.585
12/9/2021,22:57:12,2125,144,360,0.6
12/9/2021,22:57:23,2126,259,638,0.594
12/9/2021,22:57:34,2127,7,7,NA
12/9/2021,22:57:56,2128,284,726,0.609
12/9/2021,22:58:13,2129,11,2,NA
12/9/2021,22:58:19,2130,265,724,0.634
12/9/2021,22:58:45,2131,351,928,0.622
12/9/2021,22:59:03,2132,365,930,0.608
12/9/2021,22:59:17,2133,3,6,NA
12/9/2021,22:59:38,2134,329,867,0.621
12/9/2021,22:59:53,2135,199,522,0.619
12/9/2021,23:00:25,2136,166,420,0.605
12/9/2021,23:00:39,2137,329,885,0.628
12/9/2021,23:00:52,2138,3,6,NA
12/9/2021,23:01:08,2139,390,1097,0.644
12/9/2021,23:01:27,2140,351,736,0.523
12/9/2021,23:01:45,2141,288,828,0.652
12/9/2021,23:01:59,2142,333,908,0.633
12/9/2021,23:02:11,2143,6,7,NA
12/9/2021,23:03:03,2144,288,710,0.594
12/9/2021,23:03:24,2145,250,617,0.595
12/9/2021,23:03:34,2146,358,949,0.623
12/9/2021,23:03:45,2147,340,814,0.582
12/9/2021,23:03:55,2148,3,6,NA
12/9/2021,23:03:57,2149,5,6,NA
12/9/2021,23:05:52,2150,390,946,0.588
12/9/2021,23:06:09,2151,440,1154,0.619
12/9/2021,23:06:20,2152,237,649,0.635
12/9/2021,23:06:33,2153,297,803,0.63
12/9/2021,23:06:47,2154,3,5,NA
12/9/2021,23:07:00,2155,201,478,0.579
12/9/2021,23:07:12,2156,247,604,0.591
12/9/2021,23:07:25,2157,301,685,0.561
12/9/2021,23:07:38,2158,318,785,0.595
12/9/2021,23:07:51,2159,4,8,NA
12/9/2021,23:08:08,2160,235,591,0.602
12/9/2021,23:08:21,2161,318,701,0.546
12/9/2021,23:08:44,2162,158,367,0.569
12/9/2021,23:09:07,2163,304,801,0.62
12/9/2021,23:09:22,2164,7,8,NA
12/9/2021,23:09:42,2165,253,634,0.601
12/9/2021,23:09:55,2166,262,625,0.581
12/9/2021,23:10:13,2167,221,521,0.576
12/9/2021,23:10:26,2168,195,512,0.619
12/9/2021,23:10:38,2169,3,4,NA
12/9/2021,23:11:01,2170,207,563,0.632
12/9/2021,23:11:14,2171,148,353,0.581
12/9/2021,23:11:30,2172,304,790,0.615
12/9/2021,23:11:43,2173,386,1055,0.634
12/9/2021,23:11:54,2174,4,5,NA
12/9/2021,23:12:13,2175,218,606,0.64
12/9/2021,23:12:27,2176,245,650,0.623
12/9/2021,23:12:46,2177,320,871,0.633
12/9/2021,23:13:00,2178,288,745,0.613
12/9/2021,23:13:15,2179,6,6,NA
12/9/2021,23:13:15,2180,4,6,NA
12/9/2021,23:13:17,2181,5,5,NA
12/9/2021,23:13:23,2182,4,8,NA
,,,,,
3/24/2022,19:20:24,3815,601,1452,0.586
3/24/2022,19:20:39,3816,567,1440,0.606
3/24/2022,19:21:16,3817,633,1232,0.486
3/24/2022,19:21:28,3818,606,1283,0.528
3/24/2022,19:21:47,3819,432,640,0.325
3/24/2022,19:23:44,3820,363,4070,0.911
3/24/2022,19:25:02,3821,199,4074,0.951
3/24/2022,19:25:15,3822,356,609,0.415
3/24/2022,19:25:34,3823,9,3716,NA
3/24/2022,19:27:18,3824,131,4010,0.967
3/24/2022,19:27:38,3825,173,4029,0.957
3/24/2022,19:27:48,3826,203,4096,0.95
3/24/2022,19:29:27,3827,259,3962,0.935
3/24/2022,19:29:37,3828,63,3874,0.984
3/24/2022,19:30:30,3829,281,3982,0.929
3/24/2022,19:30:42,3830,382,4084,0.906
3/24/2022,19:31:15,3831,304,4039,0.925
3/24/2022,19:31:30,3832,372,4078,0.909
3/24/2022,19:34:42,3833,223,497,0.551
3/24/2022,19:35:12,3834,262,514,0.49
3/24/2022,19:35:34,3835,129,298,0.567
3/24/2022,19:35:59,3836,194,500,0.612
3/24/2022,19:36:11,3837,10,10,NA
3/24/2022,19:36:38,3838,451,983,0.541
3/24/2022,19:36:51,3839,426,1082,0.606
3/24/2022,19:37:22,3840,443,1001,0.557
3/24/2022,19:37:33,3841,393,943,0.583
3/24/2022,19:37:43,3842,12,10,NA
3/24/2022,19:38:01,3843,485,1050,0.538
3/24/2022,19:38:28,3844,110,215,0.488
3/24/2022,19:38:44,3845,474,1131,0.581
3/24/2022,19:39:26,3846,443,1010,0.561
3/24/2022,19:39:34,3847,2,3,NA
3/24/2022,19:40:16,3848,416,1117,0.628
3/24/2022,19:40:35,3849,658,1751,0.624
3/24/2022,19:40:56,3850,566,1439,0.607
3/24/2022,19:41:07,3851,594,1447,0.589
3/24/2022,19:41:16,3852,9,7,NA
3/24/2022,19:41:37,3853,477,993,0.52
3/24/2022,19:41:48,3854,372,1570,0.763
3/24/2022,19:42:20,3855,212,542,0.609
3/24/2022,19:42:38,3856,371,1009,0.632
3/24/2022,19:43:31,3857,272,626,0.565
3/24/2022,19:43:42,3858,8,11,NA
3/24/2022,19:43:44,3859,8,9,NA
3/24/2022,19:45:04,3860,467,1086,0.57
3/24/2022,19:45:27,3861,274,591,0.536
3/24/2022,19:45:42,3862,402,939,0.572
3/24/2022,19:45:54,3863,615,1565,0.607
3/24/2022,19:46:08,3864,10,11,NA
3/24/2022,19:46:29,3865,378,827,0.543
3/24/2022,19:46:42,3866,245,528,0.536
3/24/2022,19:46:53,3867,518,1232,0.58
3/24/2022,19:47:06,3868,475,1122,0.577
3/24/2022,19:47:19,3869,11,12,NA
3/24/2022,19:47:36,3870,323,673,0.52
3/24/2022,19:47:53,3871,266,599,0.556
3/24/2022,19:48:07,3872,160,313,0.489
3/24/2022,19:48:19,3873,576,1392,0.586
3/24/2022,19:49:23,3874,521,1222,0.574
3/24/2022,19:49:44,3875,10,11,NA
3/24/2022,19:50:37,3876,509,1213,0.58
3/24/2022,19:50:59,3877,366,793,0.538
3/24/2022,19:51:22,3878,308,691,0.554
3/24/2022,19:51:35,3879,326,723,0.549
3/24/2022,19:52:02,3880,10,13,NA
3/24/2022,19:52:22,3881,522,1351,0.614
3/24/2022,19:52:32,3882,660,1598,0.587
3/24/2022,19:52:45,3883,637,1526,0.583
3/24/2022,19:53:00,3884,652,1752,0.628
3/24/2022,19:53:08,3885,9,9,NA
3/24/2022,19:53:44,3886,525,1285,0.591
3/24/2022,19:53:54,3887,522,1159,0.55
3/24/2022,19:54:06,3888,342,759,0.549
3/24/2022,19:54:17,3889,243,684,0.645
3/24/2022,19:54:24,3890,7,11,NA
3/24/2022,19:54:26,3891,6,6,NA
3/24/2022,20:00:47,3892,616,1741,0.646
3/24/2022,20:01:01,3893,684,1723,0.603
3/24/2022,20:01:29,3894,232,536,0.567
3/24/2022,20:01:53,3895,364,939,0.612
3/24/2022,20:02:05,3896,9,9,NA
3/24/2022,20:02:21,3897,365,849,0.57
3/24/2022,20:02:42,3898,377,918,0.589
3/24/2022,20:02:55,3899,421,1032,0.592
3/24/2022,20:03:06,3900,434,1133,0.617
3/24/2022,20:03:21,3901,9,9,NA
3/24/2022,20:03:38,3902,341,871,0.608
3/24/2022,20:03:49,3903,415,1013,0.59
3/24/2022,20:04:36,3904,587,1418,0.586
3/24/2022,20:04:51,3905,443,1171,0.622
3/24/2022,20:05:12,3906,5,11,NA
3/24/2022,20:05:29,3907,472,1158,0.592
3/24/2022,20:05:51,3908,480,1177,0.592
3/24/2022,20:06:06,3909,439,1131,0.612
3/24/2022,20:06:25,3910,427,1047,0.592
3/24/2022,20:06:36,3911,8,9,NA
3/24/2022,20:06:56,3912,485,1187,0.591
3/24/2022,20:07:11,3913,582,1585,0.633
3/24/2022,20:07:51,3914,496,1361,0.636
3/24/2022,20:08:09,3915,563,1612,0.651
3/24/2022,20:08:35,3916,9,12,NA
3/24/2022,20:09:32,3917,240,627,0.617
3/24/2022,20:09:50,3918,218,533,0.591
3/24/2022,20:10:20,3919,442,1225,0.639
3/24/2022,20:10:37,3920,260,676,0.615
3/24/2022,20:10:44,3921,8,10,NA
3/24/2022,20:10:47,3922,8,11,NA
3/24/2022,20:15:56,3923,609,1572,0.613
3/24/2022,20:16:09,3924,516,1335,0.613
3/24/2022,20:16:22,3925,500,1249,0.6
3/24/2022,20:16:44,3926,573,1460,0.608
3/24/2022,20:17:01,3927,11,11,NA
3/24/2022,20:17:20,3928,354,841,0.579
3/24/2022,20:17:36,3929,515,1283,0.599
3/24/2022,20:17:49,3930,402,928,0.567
3/24/2022,20:18:02,3931,478,1085,0.559
3/24/2022,20:18:18,3932,10,11,NA
3/24/2022,20:18:38,3933,282,685,0.588
3/24/2022,20:18:51,3934,439,1073,0.591
3/24/2022,20:19:03,3935,492,1168,0.579
3/24/2022,20:19:17,3936,435,1089,0.601
3/24/2022,20:19:25,3937,9,12,NA
3/24/2022,20:19:53,3938,284,680,0.582
3/24/2022,20:20:36,3939,361,896,0.597
3/24/2022,20:20:53,3940,535,1308,0.591
3/24/2022,20:21:04,3941,512,1237,0.586
3/24/2022,20:21:09,3942,9,8,NA
3/24/2022,20:21:29,3943,402,1117,0.64
3/24/2022,20:21:42,3944,570,1547,0.632
3/24/2022,20:21:53,3945,274,628,0.564
3/24/2022,20:22:03,3946,593,1765,0.664
3/24/2022,20:22:11,3947,8,10,NA
3/24/2022,20:22:46,3948,296,718,0.588
3/24/2022,20:23:01,3949,209,535,0.609
3/24/2022,20:23:14,3950,588,1521,0.613
3/24/2022,20:23:26,3951,464,1192,0.611
3/24/2022,20:23:32,3952,7,7,NA
3/24/2022,20:23:34,3953,6,9,NA
3/24/2022,20:23:37,3954,7,8,NA
3/24/2022,21:19:21,3955,588,1441,0.592
3/24/2022,21:19:36,3956,402,984,0.591
3/24/2022,21:19:48,3957,438,1148,0.618
3/24/2022,21:20:04,3958,311,738,0.579
3/24/2022,21:20:16,3959,7,9,NA
3/24/2022,21:20:35,3960,323,698,0.537
3/24/2022,21:21:44,3961,396,903,0.561
3/24/2022,21:21:59,3962,331,702,0.528
3/24/2022,21:22:12,3963,414,955,0.566
3/24/2022,21:22:17,3964,9,9,NA
3/24/2022,21:22:46,3965,438,970,0.548
3/24/2022,21:23:04,3966,603,1510,0.601
3/24/2022,21:23:15,3967,224,464,0.517
3/24/2022,21:23:27,3968,358,813,0.56
3/24/2022,21:23:31,3969,9,9,NA
3/24/2022,21:24:14,3970,416,899,0.537
3/24/2022,21:24:25,3971,427,957,0.554
3/24/2022,21:24:36,3972,244,531,0.54
3/24/2022,21:24:44,3973,452,1050,0.57
3/24/2022,21:24:51,3974,10,9,NA
3/24/2022,21:25:18,3975,628,1668,0.624
3/24/2022,21:25:28,3976,267,629,0.576
3/24/2022,21:25:34,3977,596,1533,0.611
3/24/2022,21:25:44,3978,578,1492,0.613
3/24/2022,21:25:51,3979,9,12,NA
3/24/2022,21:26:22,3980,572,1266,0.548
3/24/2022,21:26:38,3981,379,889,0.574
3/24/2022,21:26:50,3982,519,1179,0.56
3/24/2022,21:26:57,3983,456,1071,0.574
3/24/2022,21:27:13,3984,9,12,NA
3/24/2022,21:27:15,3985,6,8,NA
3/24/2022,21:28:14,3986,412,835,0.507
3/24/2022,21:28:23,3987,450,939,0.521
3/24/2022,21:28:38,3988,367,876,0.581
3/24/2022,21:28:53,3989,456,1122,0.594
3/24/2022,21:29:03,3990,8,9,NA
3/24/2022,21:29:19,3991,171,333,0.486
3/24/2022,21:29:27,3992,421,963,0.563
3/24/2022,21:29:44,3993,369,793,0.535
3/24/2022,21:29:53,3994,444,966,0.54
3/24/2022,21:30:02,3995,468,1065,0.561
3/24/2022,21:30:16,3996,12,13,NA
3/24/2022,21:30:37,3997,302,740,0.592
3/24/2022,21:30:48,3998,501,1058,0.526
3/24/2022,21:31:10,3999,440,1074,0.59
3/24/2022,21:31:28,4000,217,445,0.512
3/24/2022,21:31:47,1,7,9,NA
3/24/2022,21:33:24,2,240,482,0.502
3/24/2022,21:33:38,3,386,846,0.544
3/24/2022,21:33:57,4,355,893,0.602
3/24/2022,21:34:12,5,429,981,0.563
3/24/2022,21:34:28,6,10,10,NA
3/24/2022,21:34:47,7,463,1105,0.581
3/24/2022,21:34:57,8,690,1636,0.578
3/24/2022,21:35:06,9,168,382,0.56
3/24/2022,21:35:30,10,327,685,0.523
3/24/2022,21:35:37,11,8,13,NA
3/24/2022,21:36:03,12,244,582,0.581
3/24/2022,21:36:15,13,435,977,0.555
3/24/2022,21:36:23,14,444,993,0.553
3/24/2022,21:36:35,15,464,1094,0.576
3/24/2022,21:36:45,16,8,10,NA
3/24/2022,21:36:47,17,10,10,NA
3/24/2022,21:38:20,18,584,1432,0.592
3/24/2022,21:38:31,19,654,1612,0.594
3/24/2022,21:38:44,20,552,1471,0.625
3/24/2022,21:38:54,21,141,337,0.582
3/24/2022,21:39:03,22,8,12,NA
3/24/2022,21:39:23,23,396,903,0.561
3/24/2022,21:39:30,24,439,1028,0.573
3/24/2022,21:39:44,25,175,421,0.584
3/24/2022,21:39:58,26,153,340,0.55
3/24/2022,21:40:05,27,12,12,NA
3/24/2022,21:40:26,28,595,1332,0.553
3/24/2022,21:40:35,29,522,1290,0.595
3/24/2022,21:40:44,30,278,646,0.57
3/24/2022,21:40:52,31,512,1336,0.617
3/24/2022,21:41:00,32,10,12,NA
3/24/2022,21:41:43,33,346,830,0.583
3/24/2022,21:41:58,34,366,891,0.589
3/24/2022,21:42:17,35,363,848,0.572
3/24/2022,21:42:39,36,438,1101,0.602
3/24/2022,21:42:44,37,10,10,NA
3/24/2022,21:43:19,38,416,1113,0.626
3/24/2022,21:43:34,39,648,1687,0.616
3/24/2022,21:43:44,40,251,696,0.639
3/24/2022,21:43:58,41,612,1748,0.65
3/24/2022,21:44:04,42,6,9,NA
3/24/2022,21:44:32,43,583,1451,0.598
3/24/2022,21:44:42,44,465,1161,0.599
3/24/2022,21:44:50,45,466,1248,0.627
3/24/2022,21:45:01,46,255,572,0.554
3/24/2022,21:45:08,47,10,12,NA
3/24/2022,21:45:10,48,9,11,NA
3/24/2022,21:46:19,49,402,909,0.558
3/24/2022,21:46:27,50,486,1173,0.586
3/24/2022,21:46:36,51,577,1439,0.599
3/24/2022,21:46:44,52,595,1533,0.612
3/24/2022,21:46:50,53,9,11,NA
3/24/2022,21:47:12,54,290,631,0.54
3/24/2022,21:47:19,55,303,681,0.555
3/24/2022,21:47:25,56,393,896,0.561
3/24/2022,21:47:34,57,491,1037,0.527
3/24/2022,21:47:42,58,9,10,NA
3/24/2022,21:48:03,59,460,1141,0.597
3/24/2022,21:48:16,60,389,974,0.601
3/24/2022,21:48:28,61,465,1046,0.555
3/24/2022,21:48:39,62,486,1237,0.607
3/24/2022,21:48:44,63,9,8,NA
3/24/2022,21:49:10,64,307,739,0.585
3/24/2022,21:49:19,65,381,803,0.526
3/24/2022,21:49:44,66,471,1136,0.585
3/24/2022,21:49:56,67,437,1033,0.577
3/24/2022,21:50:01,68,0,1,NA
3/24/2022,21:50:42,69,600,1681,0.643
3/24/2022,21:50:50,70,589,1500,0.607
3/24/2022,21:50:57,71,460,1218,0.622
3/24/2022,21:51:06,72,91,222,0.59
3/24/2022,21:51:16,73,497,1375,0.639
3/24/2022,21:51:32,74,8,8,NA
3/24/2022,21:52:10,75,434,1084,0.6
3/24/2022,21:52:18,76,323,761,0.576
3/24/2022,21:52:28,77,493,1107,0.555
3/24/2022,21:52:41,78,440,1099,0.6
3/24/2022,21:52:51,79,9,9,NA
3/24/2022,21:52:52,80,11,11,NA
3/24/2022,21:52:54,81,6,11,NA
3/24/2022,22:43:15,82,528,1299,0.594
3/24/2022,22:43:23,83,601,1522,0.605
3/24/2022,22:43:35,84,182,405,0.551
3/24/2022,22:43:48,85,164,365,0.551
3/24/2022,22:44:03,86,7,9,NA
3/24/2022,22:44:21,87,355,790,0.551
3/24/2022,22:44:37,88,275,610,0.549
3/24/2022,22:44:46,89,418,971,0.57
3/24/2022,22:44:55,90,431,963,0.552
3/24/2022,22:45:06,91,10,12,NA
3/24/2022,22:45:22,92,454,1011,0.551
3/24/2022,22:45:31,93,595,1475,0.597
3/24/2022,22:45:40,94,466,1107,0.579
3/24/2022,22:45:50,95,422,999,0.578
3/24/2022,22:45:57,96,8,10,NA
3/24/2022,22:46:15,97,348,789,0.559
3/24/2022,22:46:23,98,447,1011,0.558
3/24/2022,22:46:33,99,216,454,0.524
3/24/2022,22:46:46,100,355,821,0.568
3/24/2022,22:46:52,101,11,12,NA
3/24/2022,22:47:14,102,594,1636,0.637
3/24/2022,22:47:24,103,624,1531,0.592
3/24/2022,22:47:36,104,558,1403,0.602
3/24/2022,22:47:46,105,584,1319,0.557
3/24/2022,22:47:57,106,12,13,NA
3/24/2022,22:48:10,107,264,555,0.524
3/24/2022,22:48:18,108,458,1110,0.587
3/24/2022,22:48:26,109,515,1227,0.58
3/24/2022,22:48:33,110,429,1037,0.586
3/24/2022,22:48:38,111,8,10,NA
3/24/2022,22:48:40,112,8,9,NA
3/24/2022,22:49:49,113,348,776,0.552
3/24/2022,22:49:56,114,605,1506,0.598
3/24/2022,22:50:05,115,461,1094,0.579
3/24/2022,22:50:14,116,561,1369,0.59
3/24/2022,22:50:21,117,11,13,NA
3/24/2022,22:50:43,118,332,724,0.541
3/24/2022,22:50:50,119,454,1018,0.554
3/24/2022,22:50:58,120,400,906,0.558
3/24/2022,22:51:07,121,362,856,0.577
3/24/2022,22:51:12,122,12,12,NA
3/24/2022,22:51:31,123,478,1078,0.557
3/24/2022,22:51:38,124,501,1204,0.584
3/24/2022,22:51:47,125,445,1022,0.565
3/24/2022,22:51:55,126,532,1349,0.606
3/24/2022,22:52:01,127,9,11,NA
3/24/2022,22:52:28,128,388,928,0.582
3/24/2022,22:52:41,129,263,513,0.487
3/24/2022,22:52:49,130,297,642,0.537
3/24/2022,22:53:27,131,355,860,0.587
3/24/2022,22:53:42,132,254,521,0.512
3/24/2022,22:53:48,133,8,13,NA
3/24/2022,22:54:11,134,424,1061,0.6
3/24/2022,22:54:20,135,573,1125,0.491
3/24/2022,22:54:30,136,707,1557,0.546
3/24/2022,22:54:40,137,436,1059,0.588
3/24/2022,22:54:49,138,620,1541,0.598
3/24/2022,22:54:54,139,12,11,NA
3/24/2022,22:55:16,140,579,1413,0.59
3/24/2022,22:55:26,141,468,1011,0.537
3/24/2022,22:55:33,142,590,1166,0.494
3/24/2022,22:55:50,143,566,1431,0.604
3/24/2022,22:56:04,144,469,1186,0.605
3/24/2022,22:56:10,145,9,8,NA
3/24/2022,22:56:12,146,11,12,NA
3/24/2022,22:57:47,147,414,927,0.553
3/24/2022,22:57:57,148,539,1340,0.598
3/24/2022,22:58:12,149,467,1244,0.625
3/24/2022,22:58:23,150,190,472,0.597
3/24/2022,22:58:29,151,9,10,NA
3/24/2022,22:58:56,152,142,306,0.536
3/24/2022,22:59:18,153,322,804,0.6
3/24/2022,22:59:38,154,369,882,0.582
3/24/2022,22:59:46,155,367,859,0.573
3/24/2022,22:59:54,156,365,837,0.564
3/24/2022,23:00:01,157,8,9,NA
3/24/2022,23:00:27,158,505,1286,0.607
3/24/2022,23:00:37,159,514,1285,0.6
3/24/2022,23:00:48,160,512,1224,0.582
3/24/2022,23:00:58,161,484,1222,0.604
3/24/2022,23:01:04,162,11,13,NA
3/24/2022,23:01:21,163,342,798,0.571
3/24/2022,23:01:30,164,265,613,0.568
3/24/2022,23:01:38,165,512,1288,0.602
3/24/2022,23:01:46,166,481,1152,0.582
3/24/2022,23:01:52,167,8,12,NA
3/24/2022,23:02:17,168,465,1240,0.625
3/24/2022,23:02:26,169,725,1924,0.623
